Time,Label,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38
11,,-0.00672558527679098,-0.00627360055467125,-0.0064789864844396,-0.0059993565633803,-0.00644921570430751,-0.0067380360308465,-0.0105893795193787,-0.00673912487734089,-0.0025974677138015,-0.00409185203355531,-0.00382858099096858,-0.00633076128663911,-0.005189905493041,-0.00485974616240444,-0.00760442149615527,-0.00551778868901524,-0.00583052757989429,-0.00342914219180555,-0.00387464387464387,-0.00362121680714371,-0.0118306170246976,-0.00601426722509961,-0.00742019312045108,-0.00759581864807237,-0.00815766916746362,-0.0131940347875432,-0.00787285604758766,-0.00727872394870775,-0.0119747016602197,-0.00693918757907206,-0.00770072208825573,-0.00760894276854633,-0.00886443294730977,-0.00160119949125628,-0.00396603174359655,-0.0044807562962788,-0.00448044674599432,-0.00539468943146152
12,,-0.0073856497273699,-0.00715332113155917,-0.00689656301762098,-0.00621722449329365,-0.00547413240670873,-0.00902326197749117,-0.0127378108916603,-0.00796620801812316,-0.00611507592823927,-0.00476008213309205,-0.00802734266053417,-0.00592774200048701,-0.00620348558933104,-0.00713591696269711,-0.00423470227071309,-0.00520158303348431,-0.00811658610946271,-0.00595111927250925,-0.00496540496540496,-0.00681571725539164,-0.0105288035908354,-0.00609396744600206,-0.00870483839777399,-0.00786326497793735,-0.0093744200890335,-0.0157700700970564,-0.00906157843642638,-0.00713656137158455,-0.012906110168283,-0.00643553080537723,-0.00820348153523501,-0.00773571622353711,-0.0105523163371887,-0.00657380142959605,-0.00726977965637958,-0.00412702567629503,-0.00802862662248053,-0.0048608807015719
13,,-0.0109971452212513,-0.0119768737861907,-0.00972953322312598,-0.00802552831157454,-0.00963301041086108,-0.0121333327924515,-0.0178667645169166,-0.0105934244862081,-0.00937415169039095,-0.00666326912544331,-0.00956891699332154,-0.0113349174230275,-0.0107533340215668,-0.0106676268165322,-0.0130879540939877,-0.00975185953990543,-0.0128396692979104,-0.0103894670954581,-0.0102075702075701,-0.0110907105023117,-0.016627179617321,-0.0109114030205499,-0.0118686190541594,-0.011230345694954,-0.0139287391809432,-0.0222316765655486,-0.0160518641821121,-0.0128514969719372,-0.0157902647898036,-0.010479819525495,-0.0107024917275737,-0.0107867307069818,-0.0154071561905517,-0.0146014659967197,-0.0089369960953382,-0.00821008768982079,-0.0116347832943343,-0.0121041129502458
14,,-0.00860205421486513,-0.00966574345707827,-0.00885344128096104,-0.00650771506651158,-0.00626454083733801,-0.012086005627876,-0.0168027794563581,-0.0096259166252068,-0.00756442452438848,-0.00838882533184189,-0.00875756208132821,-0.00685972409971363,-0.00967968991957061,-0.0093553859992815,-0.00900183786786096,-0.00808599559857154,-0.00956154763286906,-0.00913677453234548,-0.00634106634106631,-0.0101041735991763,-0.0166504262857829,-0.00808647296856315,-0.00959315694060356,-0.0102771395449229,-0.0129091155036499,-0.0197294179236111,-0.0143173761682093,-0.00939220759527262,-0.0163105688529286,-0.00874333124603924,-0.0103919638338511,-0.0099246712130445,-0.0118138786646755,-0.0121422489161028,-0.0103280478480891,-0.00745209350414149,-0.00881711103947761,-0.00909453614552353
15,,-0.0122606971695022,-0.0110822426910504,-0.010024293128901,-0.0100371755311076,-0.0101722610224118,-0.0141548788221757,-0.0190398762503529,-0.0124655128676579,-0.00953867234184573,-0.0096829924866407,-0.00862571690812924,-0.0101426520348276,-0.0109710660422513,-0.012587386530658,-0.011071429203172,-0.0103148598534118,-0.0118404172991369,-0.0121979901335944,-0.0081725681725681,-0.0125705158570147,-0.019269550932482,-0.0115047268872681,-0.0101876470423433,-0.014309407287501,-0.015145490102513,-0.0215553904461061,-0.0135547995414074,-0.0106148057585322,-0.0178907515631604,-0.00907409091831662,-0.0105546213019917,-0.0110149229259652,-0.0131885465801438,-0.0131497695702763,-0.0102053079875522,-0.0106659888514216,-0.011031824622513,-0.0104382615690386
16,,-0.0114686198288076,-0.0101279695229006,-0.0101634853066282,-0.00902045852484545,-0.00992849019801216,-0.0134517323770541,-0.0183851162130861,-0.0125835016311947,-0.00895109858665009,-0.00877792133916698,-0.00980218153051958,-0.0104533127345699,-0.012322506170638,-0.0116072560436993,-0.013194086982978,-0.00886494123780633,-0.0114881629974109,-0.0097257889163256,-0.0102075702075701,-0.0116857645073774,-0.0188666086791436,-0.00978674434781538,-0.0107343046071616,-0.0133836315302763,-0.0125828359269161,-0.0229018146293599,-0.0131211775379315,-0.0087856472662137,-0.0161050166304596,-0.00902898732664244,-0.0093716578973343,-0.00919783673776407,-0.0119356846825018,-0.0124239213570545,-0.0122509723298328,-0.00987767489831509,-0.0104636520279123,-0.00945347649838032
17,,-0.014627499699435,-0.0134157387975412,-0.0121776779960912,-0.00997907741646398,-0.0127798701440206,-0.0150000067610236,-0.020560829253587,-0.0145814446937504,-0.00884925246908292,-0.0094123170032841,-0.0117291494465038,-0.0120905785845627,-0.0134336902762007,-0.0115424540280325,-0.0134240415757903,-0.0104459695154612,-0.0130769017868279,-0.0116670475902883,-0.00909238909238901,-0.0107070572622034,-0.0208890688353225,-0.0124611295380974,-0.0146634058542924,-0.0139185241900061,-0.0166613306360888,-0.0234674357474391,-0.0141005651664715,-0.0101219754911718,-0.0163748039224504,-0.01020919797545,-0.0128096452921199,-0.0117502089649117,-0.0152766497428806,-0.0159123262026872,-0.0141841251332879,-0.013708072183281,-0.0119130719120979,-0.0113678250469498
18,,-0.0123738510753158,-0.0110747874319242,-0.0119484202915994,-0.0106907793208476,-0.0133265077502503,-0.0145537792093119,-0.0218839901622304,-0.0146994334572871,-0.011254387707017,-0.0119414410508975,-0.0118914204289025,-0.0117463329443078,-0.0120296941428209,-0.0112670454614491,-0.0143350155396239,-0.0136697247352646,-0.0132350567794395,-0.0119822947253762,-0.0121041921041921,-0.0121868626169066,-0.0196027531804348,-0.0119209391519809,-0.0135290914072946,-0.0137745146277712,-0.0158116442383445,-0.0229141107406226,-0.0149827616563015,-0.0111171135310341,-0.0163683804154982,-0.00793898386118307,-0.0111682835681577,-0.0113360823452751,-0.0129623354041807,-0.01451479755335,-0.0120566342173161,-0.0124144287730551,-0.0102317448464427,-0.011929244573213
19,,-0.0115817737346211,-0.0133710072427842,-0.013659665300127,-0.0109013849864305,-0.0137032444788679,-0.0176841330948044,-0.0238073477717016,-0.0164220694049237,-0.0134009904926649,-0.0137008316927157,-0.0151774078224755,-0.0142819959530146,-0.013764042307584,-0.0128060933335332,-0.0156262990223391,-0.0131915600854373,-0.0160387134666461,-0.0151181741217775,-0.0115018315018315,-0.0114352154526129,-0.0174175663450232,-0.012771074841607,-0.0138434195070651,-0.0158180788918669,-0.0184014883786692,-0.0249368210433189,-0.015633194661515,-0.0122544141480197,-0.017916445590969,-0.0119080999285106,-0.0147097802608507,-0.0101021540500316,-0.015824776823099,-0.0123372529136848,-0.0116986429574171,-0.012464961718767,-0.0130494171012994,-0.0103370219823355
20,,-0.0132036463846148,-0.0139226964181208,-0.011588158184541,-0.0107997132858042,-0.013769727430977,-0.0180965555289623,-0.0220408597544922,-0.0162647510535414,-0.0131111207734351,-0.0123812887113521,-0.0139908012636852,-0.0143155808935273,-0.014199506348953,-0.0130815019001167,-0.0151575454292986,-0.0139859303907955,-0.0148669287486597,-0.0114762401137877,-0.0106634106634106,-0.0125078785933236,-0.020679848819166,-0.0116375605887722,-0.0148547360019789,-0.0153723350087588,-0.0168992428274572,-0.0233936590798635,-0.016485486185588,-0.0136665624141102,-0.0182055034038164,-0.0123741703758106,-0.0132532565688662,-0.0120375621295574,-0.01562466693667,-0.0149589733256199,-0.0131612929621477,-0.012151657455353,-0.0132349428464752,-0.0121869453393666
21,,-0.015372429579374,-0.012923691695214,-0.012292306848337,-0.0115840378334923,-0.0160227608080042,-0.0180762724584298,-0.0230161793933375,-0.0186717218296911,-0.0144429546185452,-0.0141660551797349,-0.0176418983676553,-0.0137698256101964,-0.0163392865522323,-0.0148311563231174,-0.0174305581351744,-0.0157520546619318,-0.0157295923447233,-0.0128782602672052,-0.0123076923076923,-0.0128445538856635,-0.0205248710294205,-0.0148964140656722,-0.0147590709281357,-0.0157426453116487,-0.0173070922983745,-0.0251151146566265,-0.0173751589168571,-0.0108327883767877,-0.018192656389912,-0.0131860350259458,-0.0141478726436385,-0.0139053576997549,-0.0176344662308042,-0.0178081984014006,-0.0150228475136228,-0.0136575392375691,-0.014765530244175,-0.0123986281115642
22,,-0.014401191887808,-0.013840688567733,-0.0130865210388977,-0.0131163756072162,-0.0155943151166352,-0.0175015854600132,-0.0231321264832701,-0.0187031854999676,-0.0124765411178238,-0.0116453897409763,-0.0134329947616899,-0.0121997296412289,-0.0140193143318347,-0.013883426843992,-0.0185626422844043,-0.0151890543484255,-0.0147590957991519,-0.0131769154478148,-0.0125763125763125,-0.0140111729219108,-0.0219894111425156,-0.01352379915013,-0.0158592192773323,-0.0165655570958483,-0.0184218808522151,-0.0256192552183929,-0.0166200585314942,-0.0144531953408585,-0.0161885222208377,-0.0112841669103512,-0.0124473627494435,-0.0145476765383749,-0.0172951494668595,-0.0172881877411821,-0.014112526881308,-0.0149208628803679,-0.0102897216418101,-0.0142393478698041
23,,-0.0170603086744256,-0.014899335363649,-0.0140608662829876,-0.0140386831771827,-0.0180098623765957,-0.0186712425273787,-0.0242029319608835,-0.0199774641461646,-0.0166914035217604,-0.0129903085489046,-0.015359962677674,-0.0162802999135187,-0.0168122905971676,-0.0170425251077435,-0.0191994396183461,-0.0166235482979074,-0.0174261640836481,-0.0145125677833191,-0.0141391941391941,-0.0136901569454938,-0.0207650866035261,-0.0143473680994553,-0.0149914003931834,-0.0169495825951413,-0.0200668737182481,-0.0258036968873318,-0.020066605834982,-0.0158369110915243,-0.018468867188855,-0.0121486524174397,-0.0148132895587583,-0.0151392859949984,-0.0200792870171751,-0.0163998361966421,-0.0157899716419781,-0.0121011245096409,-0.0130494171012994,-0.016273343202659
24,,-0.0139485762645539,-0.0141985410057889,-0.0130865210388977,-0.0131454246645379,-0.0149147116061874,-0.0175353905775673,-0.0243598015531453,-0.0175547615348765,-0.0148190018218704,-0.0120260271394465,-0.0137575367264872,-0.0160200166245456,-0.0152806584516625,-0.0145476475045757,-0.0145295925027727,-0.0158446026586726,-0.0166641445737921,-0.0145457516922756,-0.0125763125763125,-0.015890290832645,-0.0207883332719879,-0.0134972324098292,-0.0147454044890151,-0.0158180788918669,-0.018272336046212,-0.0273591549620496,-0.0184442614426679,-0.0119227014680656,-0.01628487482512,-0.0151405239984934,-0.0142513819415461,-0.0126967840955095,-0.0179215804156805,-0.0146448002184046,-0.0121589174344302,-0.013243169082731,-0.0127247470472417,-0.0145706774262873
25,,-0.01701316121367,-0.0160399900099528,-0.0159522423450443,-0.0133342435371295,-0.01882981878594,-0.0202736050994344,-0.0271834542138581,-0.0218416866100452,-0.0164328710694743,-0.0155448084230827,-0.0185648145800478,-0.0173298293045398,-0.0174955186620743,-0.0183142646652025,-0.0210302319534288,-0.0161608083142036,-0.0168941881994091,-0.0143466482385359,-0.013113553113553,-0.0118032093767983,-0.02442256244152,-0.0166675300857265,-0.0182918454407733,-0.0171553105411913,-0.0201280511388858,-0.0282321788616937,-0.0203058455610377,-0.0145100603717078,-0.0190148652797888,-0.0137648644524311,-0.0148428636438746,-0.0178268832408028,-0.0222369936186698,-0.0197257377109565,-0.0168230321348298,-0.0133139152067278,-0.0130030356650054,-0.01474554580332
26,,-0.0163342377787889,-0.0154584797981116,-0.017196784169428,-0.0155928077438979,-0.0185934349562192,-0.0205981342279519,-0.027388066725504,-0.0220462004668422,-0.0178978882990955,-0.016010031910102,-0.0165769950456641,-0.0167001116699272,-0.0178258706934576,-0.016742815785285,-0.0175720686538281,-0.0187367275568216,-0.0183032054063128,-0.019797105284662,-0.017094017094017,-0.0164148779160582,-0.02450780022588,-0.0155340158328917,-0.0169798672852096,-0.0190068620556405,-0.022180893475836,-0.0285334335876272,-0.0198348423503657,-0.0166235440182727,-0.0208776822959156,-0.0161628720764414,-0.0163289614209757,-0.0191453271727069,-0.020810123124133,-0.0205057537012843,-0.0171401101078833,-0.0159416283837493,-0.018162970452706,-0.0179852125778222
27,,-0.0163342377787889,-0.0154584797981116,-0.0148550804735482,-0.0135738982600341,-0.017367193839542,-0.0209226633564695,-0.0266651025176886,-0.0224473622628672,-0.0173103145438998,-0.0179301361201631,-0.0165871369820639,-0.0187739817465849,-0.016189126537967,-0.0169453220842434,-0.0196681932113866,-0.0173639322718336,-0.0179868954210894,-0.0170594327957403,-0.0171916971916972,-0.0159529280963361,-0.0234539512556106,-0.0144713462208591,-0.0149914003931834,-0.0180125103163992,-0.0213244095869097,-0.0263385777272545,-0.0190573132406852,-0.0200164908589464,-0.0201518260103213,-0.0129229307411798,-0.0158557760591125,-0.017353595675504,-0.0190961384447199,-0.0157498228713689,-0.0138465905168116,-0.0101202330377325,-0.0168990763136961,-0.0181968953500197
28,,-0.0175977897270399,-0.0144296540387002,-0.0142737484371585,-0.0140967812918261,-0.0156977330421381,-0.0211863432733901,-0.02511004742918,-0.02028423493136,-0.0150853685908924,-0.0154686809433886,-0.0152686852500748,-0.0170107723696694,-0.0147926384053006,-0.0148392565750758,-0.0156882098742502,-0.0163304796415616,-0.0168726216095074,-0.0141724327165137,-0.0158892958892959,-0.0154831486186525,-0.0260343314548733,-0.0141791120775501,-0.0170276998221312,-0.0172238865232078,-0.0205766855568946,-0.0263447257828858,-0.0189152646533397,-0.0153061708035977,-0.0187001134391328,-0.0137949335135471,-0.0157670538037632,-0.0186128786617457,-0.0195920629458699,-0.0188915539435226,-0.0142148100984221,-0.013708072183281,-0.0162729269237281,-0.0155002409041984
29,,-0.0176637961720976,-0.0154361140207332,-0.0171722208439468,-0.017720651192718,-0.0194060043708847,-0.0223560003407556,-0.0287248684682569,-0.0228799877291687,-0.0176550244802813,-0.0191820102306875,-0.0173984918940572,-0.018287000109151,-0.0167297025893218,-0.0162406001638682,-0.0199335254338624,-0.0200015501789454,-0.0198847553324293,-0.0167773695696089,-0.0171021571021571,-0.0182705068529081,-0.0265690048294953,-0.0157465497552983,-0.019118665007561,-0.0207829799898712,-0.0216778791283713,-0.0300827436067139,-0.0210908509121574,-0.0197226881995584,-0.0216356561162706,-0.0154111455485385,-0.0157966278888798,-0.0196946788110003,-0.0225589095229251,-0.0193140626049502,-0.016219561153857,-0.0163661051277297,-0.015484442506731,-0.0188043328702389
30,,-0.0183992965598855,-0.0181349178244063,-0.0174915440752031,-0.0156218568012196,-0.0192804254613455,-0.0234242420554593,-0.0293250651690849,-0.0238946910955847,-0.0190495328592788,-0.019055131097864,-0.0167899757100624,-0.0196052090242735,-0.0177132506827588,-0.0169453220842434,-0.018951796210702,-0.0198550158507726,-0.0194606123976981,-0.0166612258882607,-0.0164672364672364,-0.01906913196497,-0.0265147626030844,-0.016977475389236,-0.0195081585224938,-0.0209132743557028,-0.0243696856364254,-0.0308696947275197,-0.0231468173079474,-0.0186138200979974,-0.0211281990670498,-0.0151029376720983,-0.0168834755169087,-0.0228893698767678,-0.0219237781442593,-0.0198015725989051,-0.0174265031158026,-0.0147995838106592,-0.0184064729932492,-0.0163745827893623
31,,-0.0188424826909885,-0.0169942631781023,-0.0177863039809782,-0.0172122926895869,-0.0181576022701713,-0.0242964140883504,-0.0313029861149949,-0.0233362109481774,-0.0179213912493033,-0.0190805069244287,-0.0212321438532258,-0.0184969059873553,-0.0192148508254108,-0.0184438686965358,-0.0211098316201716,-0.01935371420176,-0.0200644769149425,-0.0199215449432494,-0.0179894179894179,-0.0186306711191321,-0.0284287383064414,-0.0194924601377132,-0.0197746540853428,-0.0214550246136343,-0.0248591050015261,-0.0313799833449173,-0.022182382162286,-0.0213243865684797,-0.0224129004574822,-0.0158471469347222,-0.0189093003473845,-0.0236500106067125,-0.0233941507880197,-0.0222391225686794,-0.0179379192013728,-0.0146176652060962,-0.0191137898967317,-0.0197430999469413
32,,-0.0174940653133775,-0.0164425740027659,-0.0162551900259799,-0.0138280775115996,-0.0177069955947658,-0.0228563160805535,-0.0300957722962844,-0.024925126297139,-0.0171144566255013,-0.018014722208712,-0.0141125045004842,-0.0185556796332524,-0.0166245905793361,-0.0161271966364514,-0.0217643177689451,-0.0192843032042045,-0.018727348341044,-0.0186688523801366,-0.0163858363858363,-0.0183018254847536,-0.0291958783656817,-0.0166321077653254,-0.0183465111972552,-0.0206526856240396,-0.0234316318533156,-0.0292773483190141,-0.0236776304501332,-0.0197132106944168,-0.0207556356638245,-0.0143812802053114,-0.0153160490057378,-0.0196862272473342,-0.0223500992066514,-0.0203757510362297,-0.0160763646498974,-0.0143953202449635,-0.0185108312249106,-0.0183717637270526
33,,-0.0181918477325608,-0.0187611595910045,-0.0187524614499076,-0.0153894643426453,-0.0203884746631623,-0.0255674865083776,-0.0303890502296433,-0.0260263547568154,-0.0190495328592788,-0.0182431046477941,-0.0180171500144522,-0.019831907372734,-0.0162041425393936,-0.0178120490437855,-0.0207295221012897,-0.017811247589414,-0.0203879757634663,-0.0178309586789818,-0.0167114367114367,-0.0172917996077341,-0.0293663539344018,-0.0179781559405667,-0.0192826622770064,-0.0216058917740708,-0.0246891677219772,-0.0320870097425164,-0.0233112946196106,-0.0206609612085715,-0.0223615124018649,-0.0177114287239217,-0.0172309710170268,-0.0213258305985482,-0.0240292821666855,-0.0200615779290143,-0.0174469597592254,-0.0139304171444137,-0.0201573722133453,-0.0207094778200171
34,,-0.0191442264398246,-0.0192755724707101,-0.0192027890837307,-0.0148084831962098,-0.0196276142112481,-0.0244992447936739,-0.0313029861149949,-0.0253892154337169,-0.0168480898564793,-0.014402896227672,-0.0210495889980273,-0.0220485134465706,-0.0191698028211312,-0.0189865855777445,-0.0228610242885117,-0.0215671537904768,-0.0211428064100218,-0.0186937403118541,-0.0136507936507936,-0.020885612612013,-0.0306294229208276,-0.0182172566032741,-0.0202461462349985,-0.0224836643438839,-0.0247435476514327,-0.0322222669664049,-0.0236402492429371,-0.0175712945324273,-0.0232864974029762,-0.0145767291025663,-0.0185100501983127,-0.0225005979481294,-0.0258476720042355,-0.0244600014300293,-0.018122028992178,-0.0183773163670653,-0.0194964367461567,-0.0194025667916668
35,,-0.0198608678433102,-0.0176428707220791,-0.0192109768588911,-0.016362607762925,-0.0192065555145578,-0.0248305349457021,-0.0322032811662367,-0.0233440768657466,-0.0182504325522129,-0.0176256262013869,-0.0216783890548223,-0.019831907372734,-0.0185916867662102,-0.0189379840659944,-0.0208268105828641,-0.0209733041447235,-0.0209487071009076,-0.0181876857002656,-0.0178021978021978,-0.0228665160762451,-0.0331865564516285,-0.0173936876539488,-0.0216947887817666,-0.021928198889549,-0.0261098433790058,-0.0332244000343062,-0.0244626358012529,-0.0228786974116934,-0.0229075104927987,-0.0174182553780394,-0.0186135594962202,-0.0203369976496202,-0.0224371035050987,-0.0216216099096698,-0.0188584681553989,-0.0174272969876806,-0.0206559726535052,-0.0208659389994676
36,,-0.0216241828755708,-0.0193948566167288,-0.0197349944691579,-0.0179312568583009,-0.0217624556734152,-0.0257027069785933,-0.0351087788316079,-0.0280478955720784,-0.0195822663973229,-0.0201124572047259,-0.0220739245744189,-0.0218973812142636,-0.0228186911677757,-0.0207605407566202,-0.024904082401575,-0.0212972221333162,-0.0249672816859035,-0.0197639213757053,-0.0180952380952381,-0.0205724262935574,-0.0371307412006516,-0.0204488627885425,-0.0210524661431053,-0.0251101244551208,-0.0283054330307769,-0.033679356151022,-0.0286044735585899,-0.0217129642792832,-0.025907288239458,-0.0152683175082369,-0.0202475276989033,-0.0249008420292881,-0.0253343466433959,-0.0262583716299517,-0.0216201150174777,-0.0195800004750098,-0.0217343410473391,-0.0223017004108946
