Time,Label,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17
139,,0.285464840477608,0.101154656280573,0.146055439555555,0.105828009574157,0.114165043632992,0.165978175702534,0.141885624535927,0.0974443354513983,0.161039123308613,0.37114256205382,0.0636662032554823,0.128702592690058,0.0690671836214235,0.111995401688995,0.0566927723535443,0.0947252279083262,-0.0636869018886498
140,,0.291510112018138,0.104167092319761,0.147160932612368,0.112457596473404,0.117066371459318,0.174859607907714,0.145161029161742,0.10048651293467,0.16509992135649,0.371564117821595,0.0663267215695434,0.129117848011724,0.0725732415501309,0.1205251212215,0.0596952110584994,0.100207705965564,-0.0611527089703666
141,,0.300923311640123,0.10281767302145,0.147418880992291,0.110897060596146,0.11893072280019,0.172740481986418,0.145984506595915,0.100109772689063,0.164282249351375,0.372277519890136,0.0664169086310371,0.124250669357779,0.0701028191942108,0.121077802832678,0.0588565988684947,0.097100968399796,-0.0631957240477467
142,,0.3005195852455,0.10346387381219,0.14827563811132,0.115901537719767,0.119471274372395,0.176803264803681,0.149472719996854,0.100740812600454,0.163675885841963,0.361333283611371,0.0704392515736515,0.119904974131042,0.0712247577313973,0.128981149872515,0.0596020319262767,0.0964270804719272,-0.0621493016910399
143,,0.310506501323001,0.105611541146123,0.149077120577509,0.12153022919429,0.122251253886593,0.181594918956931,0.151193695308723,0.0989230409154035,0.165540912999699,0.365921756006764,0.069600511901761,0.119122748990229,0.06935845612627,0.132297239539579,0.0603164052733177,0.0970095937655088,-0.0639004574716512
144,,0.311908919325373,0.103929518499636,0.149298219188872,0.125469236994817,0.119802224314561,0.17993471202496,0.154284048825735,0.0984615341145356,0.165522538347898,0.358601277962524,0.0723782733957638,0.114564597552408,0.0689700927864747,0.136516042504901,0.0569205435656444,0.0967240480333609,-0.0657583910437634
145,,0.326443069531778,0.106989469302849,0.152006677178063,0.132367881803936,0.125185676707136,0.186278592171517,0.159511742649423,0.101729755745171,0.170952247954901,0.365451559188862,0.0790430972401406,0.116940244276357,0.0684199113884314,0.148232892661862,0.0600575743504767,0.0986657590119661,-0.0620852350161393
146,,0.336483107503308,0.107968273441765,0.154088689101727,0.142452172265941,0.127259629678046,0.190894777299437,0.164054747370539,0.10577971338544,0.176740263272011,0.364811118695512,0.085094649066361,0.120889998382436,0.070501970404556,0.162151257903347,0.0625941173943181,0.10158974730916,-0.0610744052565994
147,,0.331234664373218,0.108871053958241,0.152817372086392,0.146961582835397,0.125615911631953,0.187533870583495,0.161908154508423,0.100411164885549,0.170584754918894,0.356452964915211,0.081135437066792,0.116515331854188,0.0692937289029708,0.161303812766208,0.0592810815819538,0.0988256646219688,-0.0641496056518195
148,,0.337269311534941,0.110885679952903,0.155535042517724,0.153042291598505,0.12880406274149,0.193337846036729,0.166747241003625,0.10343450535654,0.175996089874097,0.360830659426717,0.0841025913899314,0.115047452577601,0.0687327596343776,0.176861800120853,0.0619729231794998,0.101852449382736,-0.0637652056024172
149,,0.340127269433715,0.111199277395469,0.158584360866099,0.163438689235962,0.129377709307912,0.202043809216578,0.174260316021031,0.107644577601191,0.180203885136377,0.362492561972751,0.0903886295760352,0.115800706416902,0.0741159070387619,0.188790511562099,0.0643024014850684,0.103771316702769,-0.0620994720550062
150,,0.341975911345934,0.111284803970714,0.157976339684852,0.171521188848518,0.132290068798977,0.204257418459207,0.178127884195016,0.106749819517876,0.178439918563543,0.356623208590658,0.0910289577126397,0.108731708848077,0.0704480310518067,0.200433670837571,0.0631842518983954,0.103131694262758,-0.060768308920964
151,,0.347521837082588,0.113527500832696,0.157386743387885,0.175600106762179,0.131275155643,0.202853666256564,0.1831242641327,0.103340320295138,0.178660414385147,0.361211680986051,0.0873042320729542,0.104608126932929,0.0680746995308356,0.214388881519801,0.0620661023117225,0.102754773896323,-0.0634519907473484
152,,0.354757039049373,0.117167131757015,0.161633679214473,0.188794706662304,0.137640426197336,0.211465146115082,0.191719888136605,0.106919352628399,0.181802479843007,0.363084361415973,0.0935181206098629,0.107495599983583,0.0704264553107069,0.232286554361763,0.0655137302039639,0.105084827070649,-0.0616937164473034
153,,0.360727939938262,0.120132053032178,0.163476167642495,0.195079899436916,0.13829129441693,0.215959852687005,0.197215906068057,0.106730982505596,0.183125454772632,0.367583658552799,0.0931212975392911,0.108644794943542,0.0721201509870364,0.245117979101266,0.0633706101628409,0.10371420755634,-0.0609818645039654
154,,0.365604529810148,0.120702230200479,0.161587617003773,0.203119349783893,0.138368516070102,0.21581137889634,0.205644984074039,0.108699450288889,0.185679531372881,0.36969954423336,0.0970173785958145,0.115742763813879,0.0745474218607567,0.261265493507834,0.0686404077518827,0.107574785854978,-0.0598713754723581
155,,0.373041594974244,0.12132942508561,0.1639367897495,0.214505880529678,0.141435318867511,0.218605385684292,0.212630663431356,0.107832947723994,0.188720536245838,0.37410155926993,0.101193039542968,0.113425059692953,0.0719475450582384,0.269224108708788,0.0671081286886641,0.108260095612133,-0.0576859900063105
156,,0.368940584755185,0.12151948414171,0.166000376788883,0.214419781998519,0.144601406647571,0.219766180774939,0.216701787825025,0.105581924756496,0.188077423432826,0.371807323072234,0.0981627542767832,0.113000147270783,0.0731665744303735,0.276814269502292,0.0667975315812551,0.105199045363508,-0.0597432421225572
157,,0.378130672422247,0.128076521577167,0.170265737499752,0.230832314500715,0.148881692566258,0.227527310741472,0.221920229093273,0.110667918072183,0.193700066883733,0.379679066351257,0.102392527460833,0.114680482758454,0.0752378455759484,0.293661847283017,0.0713426025863421,0.108123033660702,-0.0571948121654073
158,,0.379129364029997,0.127886462521067,0.171979251737812,0.244403595474661,0.146862897919042,0.226501491824156,0.227184933138721,0.109697811939746,0.190631500033074,0.379881737393456,0.100940515770786,0.111174955275553,0.0730263321132252,0.306640653785501,0.0696757314432464,0.109493653175012,-0.0566965158050706
159,,0.390231839882112,0.131583111162216,0.172605697803339,0.260181151309559,0.151341753803029,0.226501491824156,0.234337158493962,0.113295681285287,0.194894419250755,0.388158822756878,0.102654069939164,0.109262849375789,0.0740080283332633,0.311927974532432,0.0711665975588103,0.113285700497935,-0.0565612639358365
160,,0.395161551648027,0.136097013744596,0.179459754755578,0.280005338108932,0.156328066265004,0.23766402135863,0.238547071219233,0.112353830671271,0.197485245154604,0.393039141453038,0.104502904699783,0.114448712346362,0.0768020868056793,0.3221617956994,0.0730301802032651,0.115147458671538,-0.057002612140706
161,,0.390189342366888,0.136686196818506,0.181394367605,0.302886022764452,0.157078219467248,0.238190428434621,0.240008974978777,0.114133928331761,0.1972555620071,0.394571334532065,0.104899727770355,0.114274884537292,0.0771904501454746,0.333869434496175,0.0724814586468423,0.116152579648699,-0.0564402491054689
162,,0.399241313109474,0.145913563992171,0.187410092322489,0.333859969348923,0.165693949628316,0.248880541362436,0.251324850282087,0.122695350413166,0.205110725651749,0.402905167787302,0.114775211003904,0.124917009292545,0.084213353873439,0.347078525003316,0.0847811041002442,0.120115954410911,-0.0517562633183049
163,,0.398486982214259,0.148821467550505,0.188128662809417,0.361906565873986,0.17019486884178,0.254900478692999,0.256145431666408,0.121687570256169,0.206158080804369,0.404599497700089,0.115099884425281,0.127534083529091,0.0864356552067119,0.355073985645016,0.0846465120203669,0.122777240634528,-0.0506457742866976
164,,0.397849519485908,0.150132875037596,0.194374698580409,0.372442873624576,0.169003449049981,0.258220892556942,0.257866406978277,0.120491419976369,0.206323452670572,0.404907557684232,0.113106750366272,0.123159417000843,0.0851518986112776,0.359154618207543,0.0849364026539488,0.120492874777346,-0.0513433891911689
165,,0.39413098690386,0.15401007978204,0.197322680065242,0.387832986069258,0.17069129375503,0.264024868010175,0.258486328192768,0.121084785863199,0.206139706152568,0.404818382425665,0.112782076944895,0.121623938020729,0.0849792926824796,0.361475880974488,0.0827001034806029,0.121452308437362,-0.0501403594069276
166,,0.39956004447365,0.158172373110635,0.200436485508598,0.394344187488161,0.174519281419422,0.265941529671475,0.26516667322056,0.122846046511409,0.208078231917505,0.406764024430778,0.114441518876377,0.121643252221737,0.0851842622229271,0.363428689333982,0.0842945019653033,0.123999376368121,-0.0482610702765152
167,,0.404351639315089,0.166287894806114,0.208082812484886,0.41457734231054,0.180189557095208,0.276402183104628,0.269746688163437,0.123599527002622,0.212221715898484,0.411976723636145,0.11524418372367,0.12262827647313,0.0862414735368143,0.369775316502336,0.0846879249680215,0.123588190513828,-0.0478339591105125
168,,0.411756831342767,0.170374164512268,0.213241780083345,0.44519613245398,0.186510700990588,0.277441499639276,0.277796411396373,0.125624505822756,0.214775792498732,0.421088813693428,0.115622969381943,0.126046890051497,0.0875036543911489,0.369756893781964,0.086613627033958,0.125438526858146,-0.0458478921885993
169,,0.412787396086935,0.172436305270955,0.216908332055107,0.461544091057807,0.186367289348983,0.278332342383261,0.281367897796273,0.127979132357796,0.217954607260192,0.420983424751485,0.118229375459108,0.127167113709944,0.0885285020933864,0.376112732310504,0.089046637708663,0.1285566862532,-0.0442604623549557
170,,0.418917662657912,0.179468490346663,0.224315135535752,0.479409536273311,0.190680670261886,0.284014839280496,0.290898029899633,0.132311645182269,0.220876176896448,0.426423115524115,0.118499936643589,0.128354937071919,0.090448743051263,0.385747815065364,0.0898334837140995,0.13255432650327,-0.0413703434650033
171,,0.424707949107101,0.189684164612049,0.235600377157381,0.50281757443218,0.202054316607675,0.293557654734998,0.293016865095429,0.137115083313751,0.228299536223788,0.433832768826924,0.125065554720323,0.131619037042223,0.0941813462615176,0.398717410207661,0.0933846439754774,0.136814668826915,-0.0371775355187424
172,,0.422243093224143,0.19478725026834,0.238529933757935,0.513665989358222,0.202914786457308,0.291762471629696,0.294673072519216,0.13528789312256,0.228694591237496,0.430427895317975,0.126598734765714,0.134351996484815,0.0925739535495871,0.406694448128988,0.093508882818441,0.134473193823303,-0.0377398985539795
173,,0.429765153418686,0.200612560337811,0.25123389146914,0.538709899609113,0.209754418595415,0.299186161162901,0.298642418803043,0.139384943293529,0.231652910177352,0.437772693887279,0.128113877398807,0.139827572470504,0.0986691004102629,0.409356531222827,0.0980021876389599,0.140366857734834,-0.0360528094482685
174,,0.433504934758346,0.214410847810686,0.262970542755635,0.55036548826477,0.213119076340775,0.304031805785484,0.299142056796812,0.142907464589949,0.234491793880506,0.443787970419756,0.12735630608226,0.141334080149106,0.101053219801784,0.410471105805368,0.0998968299941555,0.143781984691322,-0.0355118019713314
175,,0.443428104563012,0.225557811450963,0.271363077545271,0.571847071788955,0.221867186478709,0.313520630770653,0.302324935868225,0.146138012196024,0.242457205435957,0.453808026746092,0.13229855705211,0.14654891442119,0.103577581510453,0.416882212495026,0.10221595506281,0.144558669082764,-0.0297030901136933
176,,0.44240816419765,0.233606812476807,0.276816843292214,0.577798632755325,0.227405082177629,0.320849836982527,0.306331292373813,0.144188381425011,0.2447081002815,0.453054090469111,0.131216312314187,0.147447024768049,0.10221830982117,0.418816598134147,0.101739706164783,0.143941890301325,-0.0320806756044422
177,,0.449993970665028,0.247196034987972,0.289235215297076,0.59196184113099,0.235546450754924,0.327936086082404,0.330471209517178,0.147908691350374,0.24948550974959,0.458947764376268,0.136456180586964,0.146722742230259,0.104893701717537,0.429695214514156,0.105156274346284,0.149470055675707,-0.0264641637715054
178,,0.453075040518725,0.255054976957715,0.301672012186218,0.601906221479862,0.243014887783148,0.336142637420929,0.327177299780483,0.150338665934535,0.253289062672262,0.461817586333811,0.13580683374421,0.150237926813664,0.107245457497408,0.432817865617309,0.107516812362593,0.150989158970733,-0.0240082745669893
179,,0.458280986133592,0.262875907116239,0.304813454955994,0.618953730649355,0.248574846811546,0.342729474679482,0.325733901131819,0.151299353560831,0.259711003476484,0.466730332396723,0.136356974819321,0.151512664080173,0.107267033238508,0.436907709540021,0.108282951894202,0.154895424586516,-0.0233248967013848
180,,0.462785722747273,0.280446866852703,0.320797042069078,0.621730408279235,0.252866164394971,0.347156693164739,0.338465417417473,0.15419083494586,0.264019859323666,0.470645936932014,0.138286977935284,0.156302585930088,0.109953213005425,0.44200159172304,0.111285390599157,0.154678409830083,-0.0180144812040832
181,,0.471125860109867,0.296136241933775,0.334274844920052,0.632288240662614,0.261349514579172,0.358899620244537,0.346950010756096,0.158683462374716,0.268659458903254,0.478404184427406,0.142670069123873,0.157664237101132,0.112930665277189,0.444267586328868,0.116348123449926,0.160492120936613,-0.0155728290384339
182,,0.47365446226566,0.310742280395076,0.346039133532967,0.643201229487025,0.261647369527122,0.357941289413886,0.35195564324922,0.161348899612381,0.272113893441719,0.482408964221265,0.143193154080536,0.160155769031127,0.113912361497227,0.448431121133071,0.116689780268076,0.161211696181625,-0.0139996362436569
183,,0.480029089549171,0.323751822785135,0.359461661731101,0.665468462108037,0.27223776767645,0.370750528262999,0.362799638225082,0.166067571188601,0.277304732575318,0.491018430093893,0.143157079255939,0.162000275227364,0.11616702644215,0.452963110344726,0.117518039221167,0.16407857533239,-0.00970716902532861
184,,0.485266908300455,0.33258006594099,0.374671403704415,0.680029876190312,0.275878217040282,0.377836777362876,0.367962564160689,0.171991811550762,0.286841176859699,0.494455730969595,0.147900918690502,0.163864095624609,0.117957812953428,0.458379390134265,0.1208828412181,0.164615401308827,-0.00442522760576065
185,,0.488061119926394,0.338652452783391,0.38119381273961,0.686993094897801,0.278790576531347,0.380158367544169,0.373301288649659,0.176117117240152,0.291774770868092,0.514212104163188,0.148279704348775,0.162753529066665,0.119090539361164,0.46234027501437,0.121390149826868,0.168441714119608,-0.00235373845064707
186,,0.496050652788395,0.354360833770073,0.400254355527488,0.699358996435521,0.286733375143343,0.385854362058738,0.375605174954258,0.182625304983002,0.299611559860941,0.538273210293095,0.153239992730923,0.162734214865658,0.124020596202454,0.470004126689364,0.127011957470973,0.171719779124665,0.003398025251524
187,,0.500438521235212,0.362381325937502,0.40907987509771,0.708302481359668,0.290660647790385,0.391712327981303,0.377483443708609,0.181984846565471,0.31062716361525,0.557324288259834,0.153339198498566,0.16228998824248,0.124473686765548,0.468723747623469,0.129351789013456,0.174963578641865,0.00818878883018881
188,,0.499259215187762,0.371969805317757,0.412801701722312,0.712973326675047,0.291929289235357,0.395937082206564,0.378982357689915,0.180854625828652,0.318252644112394,0.569030567657269,0.151228821259616,0.161894047121822,0.122984960629666,0.467498636718692,0.129227550170492,0.175854481326166,0.00776167766418599
189,,0.506228807684401,0.395337566265278,0.429485434438043,0.731818142682486,0.299916214506308,0.407288578383701,0.391251246203561,0.189199422268833,0.68038946911956,0.59127574124907,0.158398692648356,0.16762070772061,0.128238653587453,0.483498769362279,0.135822562084479,0.180194776454813,0.0165459306449771
190,,0.506675031594246,0.402930425556481,0.437555533752776,0.737005579184819,0.301824692506135,0.409475192391663,0.409256719090104,0.189745695624962,0.745628670336697,0.599868993438323,0.156883550015264,0.167784878429176,0.129684228241135,0.485294984598606,0.133172133434588,0.181314115724832,0.0209807682519728
191,,0.512922166332087,0.410722846856589,0.447974805813235,0.744549962977632,0.307064733257105,0.427089583011359,0.409080920536741,0.192966824724897,0.754301505986462,0.611169930751358,0.160274583527423,0.172062973952386,0.134387739800878,0.489882241971379,0.135781149136825,0.1852318031699,0.0243335909050949
192,,0.519456159297686,0.425889559533386,0.463009511385888,0.754397482478949,0.31510681685175,0.442584847709758,0.422432358036885,0.195330869766077,0.760861256679186,0.621919602829612,0.161699539099022,0.174940789902536,0.134517194247476,0.497831645812147,0.140191628062035,0.18710498317279,0.0281918284379869
193,,0.520476099663048,0.433777010361545,0.470149154044469,0.758261154064712,0.313065958875057,0.446647630527021,0.416020337116858,0.197591311239716,0.758178557516335,0.629629209274876,0.161825800985113,0.176534211485673,0.137149434661644,0.494874799192348,0.140874941698335,0.192633148547172,0.0302917916708341
194,,0.520518597178271,0.444021193485346,0.482106903942326,0.763168770340778,0.316309268308289,0.460469190676116,0.415807528341734,0.204655190844835,0.759244287320755,0.630456107127049,0.164378094825382,0.17833043217939,0.139716947852513,0.500309501702259,0.140626464012407,0.191513809277153,0.0352747552742001
195,,0.523132194364511,0.455282192559283,0.485985342083311,0.764750830850826,0.317688226400649,0.471834184470586,0.417574766430804,0.207716205340387,0.763663391078739,0.636382208400958,0.166181836055254,0.179518255541365,0.13914519071337,0.505366538444533,0.14410515161539,0.194289313793629,0.0412685486371062
196,,0.53010178686115,0.468538811722272,0.492563025771346,0.770810014981145,0.324969125128312,0.489151627508954,0.432637926687377,0.218547487401571,0.765730539406278,0.644894392173331,0.170582964656141,0.183699780059536,0.14237076400778,0.508258905543028,0.147925496036522,0.200160134046588,0.0525229278612801
197,,0.529602441057275,0.474658713328699,0.499923767041291,0.764062042601553,0.31935400777622,0.49827601682613,0.441381591578324,0.218312024748067,0.76582241266528,0.64509706321553,0.168165951408113,0.179035400516172,0.142726763735926,0.507614110329988,0.14729394858479,0.203769432100937,0.0591573879731902
198,,0.540683668151778,0.487212113984118,0.509836354784044,0.786081741945482,0.33031948252667,0.511719643689898,0.455871093397608,0.225931596215456,0.783149709313008,0.66078380188176,0.174470027006516,0.18701216553236,0.150235121638635,0.517921622378447,0.157854250236701,0.209411815768178,0.0691090781410558
199,,0.542245451836238,0.489948964391961,0.520614912087968,0.794799218225337,0.332525815474447,0.522409756617713,0.471933529641718,0.229162143821531,0.784031692599425,0.667407091540835,0.17778891086948,0.188856671728597,0.14976045533444,0.518142695022918,0.156932812151387,0.212541396992518,0.0760781086663348
200,,0.545326521689935,0.492533767554923,0.524161702311908,0.793292493930054,0.335482301624468,0.534233669401509,0.472460925301807,0.235670331564381,0.777021762937592,0.668355592018328,0.179015454905793,0.191879344186305,0.153622512991293,0.519607301292538,0.157854250236701,0.215099886752563,0.0797014350579253
201,,0.552094250989263,0.508498728267341,0.533143833398511,0.804248532020044,0.339773619207893,0.550822241103889,0.472821774963973,0.241914801135307,0.777628126447004,0.674695142218324,0.179240922559527,0.196225039413042,0.154830754492879,0.519284903686018,0.159976663803997,0.21918890163692,0.0871046952686406
202,,0.554675975039084,0.519987798208598,0.538127764596308,0.808467360046838,0.339431637600988,0.560216582767727,0.472775512186772,0.246803005822049,0.774743306114349,0.678489144128296,0.181378355916925,0.19864897163951,0.156804934803504,0.518870392477635,0.160722096861779,0.220845066883377,0.0893114362929884
203,,0.563249848735407,0.538870165432154,0.55132919418308,0.818357928813734,0.34790395612045,0.573687204866161,0.48038111275858,0.253056893899116,0.777122823522494,0.685331318512946,0.18369616339731,0.203709292303532,0.161853658220843,0.520390266908373,0.167565586461693,0.229308642384238,0.103619660354082
204,,0.565704080239559,0.545170623141876,0.558920246506527,0.823620701530832,0.348621014328478,0.587549257867255,0.471406133981629,0.258726834595492,0.772299477424903,0.691022321377904,0.18454392177535,0.209049668882166,0.164841898363157,0.519073042401733,0.167399934671075,0.234368512757898,0.109513794444921
205,,0.566107806634181,0.560802980506118,0.56617965091293,0.824040431870233,0.352294558686526,0.602950039244322,0.471979792418919,0.262654351655938,0.773098774778218,0.694329912786597,0.185139156381208,0.208885498173601,0.164485898635011,0.516650454672739,0.168859741075898,0.237783639714386,0.112667298553909
206,,0.567117122620737,0.561373157674418,0.572877096348787,0.827322938370671,0.354004466721053,0.619079691957377,0.472858785185734,0.269812416322459,0.766070470464585,0.693851609127007,0.185878690285456,0.21236205435499,0.165241049573502,0.519008562880429,0.169511995001457,0.23752093764081,0.116148254556831
207,,0.56616092852821,0.562827109453585,0.577437255208139,0.831961496736866,0.356530717946257,0.632995735427804,0.473673010064467,0.277337802728447,0.756432965595302,0.690065714058723,0.190261781474044,0.218272199863352,0.169027592136505,0.517157079482985,0.169874358293435,0.239725350692991,0.120675632916461
208,,0.567797082864311,0.571778890995905,0.577437255208139,0.833134589223908,0.35432438499848,0.644360729222274,0.477263001575248,0.274521669392539,0.74998346281338,0.689222602523174,0.190956221847545,0.217538260225059,0.165046867903604,0.511989506418476,0.170091776268621,0.24070762801158,0.124370144502385
209,,0.581715019099977,0.584788433385964,0.58709189457097,0.841486146746336,0.363877806662353,0.663419364896612,0.493889843701207,0.284524122913389,0.757608943310524,0.700985629812424,0.210553870310104,0.223709147447025,0.171551953845175,0.518529572150742,0.175620404780504,0.24978798229388,0.141760687478133
210,,0.582692461950115,0.591326464915811,0.59319974370986,0.84711483822086,0.363282096766454,0.672098332841795,0.502494720260552,0.291437306420266,0.754439315874964,0.705152546440043,0.211365553863546,0.231521741754647,0.17444310315254,0.516908372757955,0.177846350716936,0.253659982421805,0.149085643975081
211,,0.586230380092464,0.597237301560527,0.600947407549688,0.850838599693489,0.36776095265044,0.677132944107042,0.528475895936509,0.295336567962292,0.75052551504149,0.705590315891193,0.207478491513172,0.242946091650712,0.176093647346669,0.515029255279952,0.180641724683618,0.251501256686767,0.158973267468046
212,,0.59372056715059,0.606512183498217,0.606382748412351,0.85992199473077,0.372184650210732,0.686405807214882,0.528374117826667,0.307429929846257,0.756001161277994,0.714896970148988,0.209417513335284,0.258764422276034,0.181261037340056,0.522554936552151,0.18613929348476,0.26029606523692,0.164767742286817
213,,0.589715176340783,0.610398891195467,0.604973244764914,0.854713033595647,0.367418971043535,0.69480132519607,0.535202503741502,0.311235006326881,0.758389866012039,0.712578413426227,0.209228120506148,0.260560642969752,0.179578129534277,0.517470265729319,0.184503482052405,0.258559947185461,0.169615454020949
214,,0.593423084544026,0.61378194239405,0.610279611437615,0.860234101906222,0.371522750326399,0.707718544983847,0.550422957440558,0.313627306886482,0.756919893868011,0.715877897993232,0.20961592487057,0.272149163574383,0.18264188477044,0.521394305168678,0.189628334324656,0.266006979879877,0.182471500117634
215,,0.595919813563401,0.619483714077057,0.616903357336351,0.873902243727722,0.373971779898431,0.71256418960643,0.557926779902524,0.317611334983769,0.755413172420382,0.718723399425711,0.21624467389035,0.27717085583639,0.187636668835029,0.522370709348425,0.188769015660824,0.268554047810635,0.191846590211395
216,,0.597492221626667,0.621346292826839,0.614848982739108,0.873848432145748,0.373530513308876,0.723767211992903,0.581261724722597,0.323045813026642,0.756754522001808,0.722079631884533,0.221565710518472,0.294254266627716,0.188186850233072,0.521910141339111,0.206193513386477,0.271066850253536,0.202225391545263
217,,0.600052696918877,0.624292208196392,0.618893244838614,0.872040362991407,0.374004874892648,0.726331759286192,0.570908115185063,0.332275949043998,0.758206119494035,0.722403905552052,0.219996455648483,0.302260002945416,0.187992668563174,0.522112791263209,0.224829339831025,0.275235817942894,0.210418807413084
218,,0.604493687259723,0.630887257443069,0.625940763075795,0.87272915124068,0.380314987123289,0.737318819795336,0.587571967532783,0.337004039126358,0.759685278963963,0.724454936499109,0.230918108795358,0.315779943650819,0.193677876342955,0.526571089593374,0.226962106635234,0.275738378431474,0.221203364354655
219,,0.602485679665417,0.637472803736941,0.631735389181921,0.878895958534947,0.379829593874778,0.743271269039233,0.593863705232089,0.340809115606983,0.756359466988101,0.725144018042587,0.241749574880739,0.316842224706243,0.194141754776599,0.527989639062063,0.216060148165173,0.27549852001647,0.22957474320831
220,,0.608945301979375,0.638508625592687,0.638755270092682,0.880919274017185,0.385290267920526,0.756728393520334,0.592956954798954,0.347053585177908,0.755863351389491,0.732959013429794,0.2408837790904,0.316610454294151,0.196169874439975,0.528450207071377,0.214879879157019,0.279553269412969,0.234372625306408
221,,0.610156481163242,0.637491809642551,0.637299704234545,0.889034060578927,0.384893127989926,0.760399745434937,0.59394697823105,0.358826717853108,0.756212469773698,0.732351000303196,0.24413051330417,0.333037182251215,0.197960660951253,0.529334497649261,0.220615572407174,0.283082614662317,0.239604737089942
222,,0.612908195273958,0.640371204342469,0.639372503716069,0.894049300018942,0.387066365943486,0.767148554101487,0.590754846604196,0.365692808829284,0.754301505986462,0.735780194337209,0.244861028502268,0.355586511927727,0.202243445559551,0.529721374777085,0.219476716346674,0.283208254784462,0.248004590021331
223,,0.609890871693096,0.637976460235607,0.637373403771666,0.896406247309421,0.386150737770159,0.771413801178747,0.588654516519281,0.376929086654495,0.750470391086089,0.733331928147441,0.249253138397006,0.355335427314626,0.201671688420408,0.530928062961489,0.220522393274952,0.283025505515887,0.253058738819031
224,,0.610910812058457,0.636094875580215,0.638782907419102,0.89600804160281,0.384043689805032,0.773222481901382,0.587312895980459,0.380357422889513,0.746859772007321,0.735626164345138,0.248035613066843,0.368478741100378,0.202016900278004,0.527925159540758,0.22011861703532,0.285115700275209,0.263494488308366
225,,0.610698324482341,0.632540771231141,0.63856180880774,0.896352435727447,0.383216314949616,0.77782516941197,0.601802397799743,0.387939320332341,0.744645626465378,0.732667167129027,0.255945018359831,0.373703232472966,0.203591929378284,0.525944717100706,0.219145412765438,0.288667889183128,0.270328266964411
226,,0.613460662971862,0.636722070465345,0.641049168185568,0.90105556799201,0.384551146383021,0.779579859665273,0.626987853707846,0.394099023348006,0.748899358357159,0.740141675165339,0.263791292709774,0.382500851031982,0.207410835552938,0.526442130550766,0.224177085905466,0.292551311140338,0.284906994763973
227,,0.616786093538094,0.641435535056631,0.643656289311218,0.90705017822396,0.390111105411418,0.794170784002354,0.630309521110862,0.393081824684868,0.7510400052919,0.741519838252295,0.267119195278888,0.388710366655963,0.210345136342502,0.523485283930966,0.22965394823278,0.294927051631808,0.294346151532635
228,,0.619930909664626,0.643307616759217,0.639317229063228,0.906727308732113,0.388235722405807,0.796262914688985,0.625359403950379,0.390491735496325,0.751453434957408,0.744203202851014,0.262077738541396,0.386296091529999,0.208521986219574,0.520740298595452,0.227562594376225,0.295372502973959,0.300824004217011
229,,0.625381215992027,0.647840525247207,0.644642020620209,0.913141649303463,0.393828776428421,0.810516398592739,0.65099823507505,0.39672678656111,0.755036492058475,0.75002391518298,0.262781197621046,0.387512886193485,0.211553377844087,0.523586608893016,0.229053460491789,0.306565895674154,0.315972213571244
230,,0.624754377642482,0.649589068563329,0.641878287978178,0.912538959585349,0.392670451630839,0.815375540832655,0.65993620363024,0.401897546432058,0.756377841639901,0.753047767132594,0.260310072136121,0.397372785807925,0.212718467863473,0.513656762612194,0.229695361180435,0.313384727757844,0.323261577471025
231,,0.621142088848493,0.646871224061096,0.643462828026276,0.906824169579667,0.393475763156777,0.817994078595276,0.678829921839038,0.404101476868855,0.755652042893787,0.750015808341292,0.260833157092784,0.404876352899424,0.211035560057694,0.512357960825927,0.23904433411345,0.306143287990575,0.327582518767087
232,,0.627739828086927,0.65036831069334,0.644172186071064,0.910106676080106,0.394799562925443,0.82414899209917,0.702969838982404,0.408575267285431,0.764637247624158,0.756160794340776,0.263773255297475,0.413055917026193,0.215070223643344,0.516724145554229,0.243009623851373,0.315257907760733,0.342154128047216
233,,0.625859313038291,0.643127060655922,0.641657189366815,0.905543453928676,0.3916665701396,0.828886655783088,0.701387652002138,0.407115398833706,0.764425939128454,0.754661028628501,0.257351936519131,0.423524213972376,0.21129446895089,0.507890451135577,0.262515122196667,0.321699819477988,0.347713691724686
234,,0.628079808208714,0.651641706369212,0.644632808178069,0.915283350266044,0.400293331965407,0.830438881776395,0.722529741182893,0.407407372524051,0.770664133414672,0.755479819638986,0.262068719835246,0.425571519279194,0.218511554348753,0.50723644456235,0.264554709868654,0.321517070209414,0.350895669911407
235,,0.627559213647227,0.647916548869647,0.642182298568801,0.910138963029291,0.398440012289275,0.834582650297657,0.740350162960633,0.414697296276535,0.774734118788449,0.760157467292947,0.276056733072903,0.419371660755717,0.215739071617436,0.506075813178877,0.260392708629371,0.337713224136838,0.363445619672456
236,,0.631288370608081,0.647137306739637,0.640957043764167,0.90749143319615,0.397568510774903,0.839914209144231,0.754062450122943,0.431283285589356,0.780283263632154,0.765621478590642,0.270374948198807,0.430438697933139,0.219061735746796,0.505532342927886,0.26602486951039,0.351350888304218,0.369311279685561
