Time,Label,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean(background)
21,,-0.0172176481281978,-0.0172243246773355,-0.0144678626301023,-0.0171492217225826,-0.0182981938736711,-0.0171321040600293,-0.0156216201931906,-0.0142228123952226,-0.0157444557971526,-0.0151271586398623,-0.0162386904803235,-0.0149612447326477,-0.0145657823610371,-0.0191142386174733,-0.01966975574723,-0.0218880519690671,-0.0165389969532824,-0.0159673875146302,-0.019253879201951,-0.0192088958022176,-0.0151915485196225,-0.0177035906026603,-0.0260989513211815,-0.0183861404770276,-0.0140395152956901,-0.018595281373904,-0.0208832841903501,-0.0183260538011185,-0.017968829360656,-0.0163128333238342,-0.0140807967398062
22,,-0.0120652853894685,-0.0115556618365301,-0.0119386379800386,-0.0106028333735204,-0.0160084032706039,-0.0137767523217421,-0.0112896540953058,-0.0114179233003473,-0.0155783326582106,-0.012084111422924,-0.0120087594712209,-0.0172462766366344,-0.0123977931676998,-0.0159207901962233,-0.0207800557196932,-0.0182582587967047,-0.0155834472375967,-0.00468819064422704,-0.0179214809815683,-0.0118495073494786,-0.012790526419667,-0.0162931014215771,-0.0274100817645015,-0.0129292664988928,-0.0100782459993709,-0.0120154454628922,-0.0164294526761948,-0.019510312518791,-0.013630175691267,-0.0133502013270178,-0.0110805258468139
23,,-0.0163147134237178,-0.0158523892376296,-0.0169315346647865,-0.0124191520411882,-0.01794929149778,-0.0184879388508217,-0.014925841427651,-0.0135772286887709,-0.0199461685109298,-0.0138298210872999,-0.0201089263532676,-0.0211515315108694,-0.0152330259140438,-0.0181633313630599,-0.0241014310049661,-0.0197880186517578,-0.0192250655316552,-0.0125824666008913,-0.0203291988126051,-0.0159883166330582,-0.0167529568461648,-0.0168659409159747,-0.0276672652963,-0.0166455435069527,-0.013980014791083,-0.0143759239901072,-0.0179141018074388,-0.023969540760825,-0.0168872297496795,-0.0163506690655358,-0.0110060530572062
24,,-0.0171792588108267,-0.0179892352845996,-0.0186909701639706,-0.0173973499470896,-0.0207997815201678,-0.0184824940307244,-0.0148539215886731,-0.015016740059872,-0.0214911137030913,-0.0171447461142741,-0.0179123508141838,-0.021923409847484,-0.017497124692003,-0.0238256033375938,-0.027520773934868,-0.0215896278145665,-0.0201641743298936,-0.0056069939461114,-0.0212695311687002,-0.0200522849263726,-0.0194050027144222,-0.0204635592300576,-0.0316738656224189,-0.0198990213857399,-0.0157747232524027,-0.0204283503101445,-0.0213693990128265,-0.0293306292467733,-0.0186235217368478,-0.0167462316243539,-0.0127231990799207
25,,-0.015024854809946,-0.0150519864618237,-0.0174221885605048,-0.015437822502946,-0.0174768043046221,-0.0164114485561985,-0.0128114313810242,-0.0142160660033253,-0.0188184855559932,-0.0113342717266151,-0.0208737913079281,-0.0236015216195973,-0.0179517119801855,-0.0229208137252856,-0.0253750954265025,-0.0226449697829774,-0.020141175013683,-0.02064187940391,-0.0213701039225208,-0.0154071638945593,-0.0205584974174739,-0.0211365292051831,-0.0352769300827134,-0.016840108038851,-0.0149616184364119,-0.0157266700399695,-0.0218292091714884,-0.0263718410565616,-0.0191201115760292,-0.0174531994646663,-0.0149300428530386
26,,-0.0171199910927803,-0.017274152122865,-0.0170287903082588,-0.015335494690683,-0.0208663609220188,-0.0199346200920038,-0.0135700777194349,-0.0135603627090276,-0.0180893477968355,-0.0140135387751954,-0.0207851113131849,0.0172674748855695,-0.0157546058437239,-0.020501053904266,-0.0249179130849,-0.0200118884696698,-0.0191461850643393,-0.0214276676671115,-0.021417719551037,-0.0190978059957277,-0.0202525115902254,-0.0210434777165809,-0.0321252007251972,-0.0178976512736401,-0.0166671277010502,-0.0172670383483393,-0.0192804378913051,-0.0260979702951354,-0.0191550541610828,-0.0179455312147088,-0.012940209656139
27,,-0.0175383448525513,-0.0184153390350596,-0.0182215341802833,-0.0189629487544824,-0.022581712338973,-0.0197888033346047,-0.0139920461973183,-0.016560743841838,-0.0244684011633716,-0.0170602411995671,-0.0232932888023016,-0.00274388774077486,-0.0170862522723594,-0.019704363138563,-0.0226873633010661,-0.0243185647034881,-0.0246134639236905,-0.0239463249377905,-0.0244318498817807,-0.0221126822865549,-0.0212960821753837,-0.0222462543655493,-0.0352416715796305,-0.0213569330917509,-0.0180057343740216,-0.0192288342622821,-0.0182819035825378,-0.0232361575002869,-0.0200621434125021,-0.0183032580318253,-0.0111548562410305
28,,-0.0153561029841032,-0.0152141233877528,-0.015899535052389,-0.015087366466176,-0.0198958802664977,-0.0188510263060739,-0.0152894269415604,-0.0158123543224958,-0.0206218612240296,-0.0151308138472956,-0.0209817609471973,0.0130216878903353,-0.0151048008935097,-0.0209306165116876,-0.0224979761963881,-0.0236842841200829,-0.0202561715947359,-0.024179976916466,-0.0230838087065168,-0.0200724231576083,-0.0189421270319848,-0.02215674237301,-0.0344272461192198,-0.0184265645642376,-0.014431166797419,-0.0172927676126795,-0.0193329313393581,-0.02179049160075,-0.0186461078135637,-0.0141960559228767,-0.0126799108809901
29,,-0.0164576069939319,-0.0192988864173937,-0.0168089331108337,-0.017507369065503,-0.0247126917014012,-0.0218734235660854,-0.0165060016773435,-0.0172502557591669,-0.022894515967367,-0.0178504622351388,-0.0219336743553371,-0.00407732062957766,-0.0167278534765036,-0.0215994922889518,-0.0296663674018751,-0.0261201738662967,-0.0241603953625581,-0.02013818212191,-0.0243392130660459,-0.0237793955335607,-0.0214215940595346,-0.0246519008081191,-0.033743874610678,-0.0216397128046167,-0.0200581408613605,-0.0191419677491333,-0.0226963360407593,-0.0295371529467072,-0.0207989761842837,-0.0216697826787399,-0.0127666296742425
30,,-0.0155303141553307,-0.0160394398863234,-0.0170267263090341,-0.0120968695932521,-0.0225798121584592,-0.0214416418737156,-0.0164655571489574,-0.0156219220784838,-0.0237494111977691,-0.0152594423374471,-0.0220127531695472,-0.015353445512045,-0.0147201258319076,-0.016789546859663,-0.0241830707088236,-0.0193723342785447,-0.0222887361648445,-0.0178130245703167,-0.023708840137887,-0.0233731891020519,-0.0163057701492464,-0.0224073014364132,-0.0309602256410253,-0.0200606232857778,-0.0156904738377339,-0.0182350716731406,-0.016442547068314,-0.0178665413020066,-0.0180509697562457,-0.016990295513725,-0.00720594725173473
31,,-0.0176218584552531,-0.0185921078299139,-0.0183484288526237,-0.0186969298830601,-0.0254850419964195,-0.0219780685331599,-0.0188492928743435,-0.0198680858059787,-0.023786920449503,-0.0175821526037878,-0.0267319079685473,-0.0223878472263431,-0.0179719912603561,-0.0212814278629344,-0.0226351479071405,-0.0252300716064416,-0.0231949631281881,-0.0255179014641936,-0.0260607774810309,-0.0248724254951078,-0.0206919044040151,-0.0255502807956743,-0.0351609118798315,-0.0238319639453409,-0.0170785783308288,-0.0216858580227737,-0.0245356925549829,-0.0219716508229789,-0.0209611300355031,-0.0194057884309559,-0.0149052660549664
32,,-0.0197833341724917,-0.0195960715389442,-0.0185387295811498,-0.0170213119572539,-0.0246126398889599,-0.0226958151605003,-0.0222610006168995,-0.0207580728916213,-0.0271959777333504,-0.0180452325740825,-0.0288227832383062,-0.0251909756134962,-0.016797765703084,-0.01924862565319,-0.0303881134087912,-0.0244731537925313,-0.0268594908973784,-0.0286248320530294,-0.0265137364087093,-0.0222529176058878,-0.0208096224050373,-0.0267137504094173,-0.0381639908630839,-0.0246031384127924,-0.0191856386612211,-0.0193703048881529,-0.0226175379288919,-0.0250947614700463,-0.0223320947638653,-0.0204367734666631,-0.0119917139552267
33,,-0.0209929344180755,-0.0206708218570996,-0.0203976498429691,-0.0146728719455879,-0.0265593748254095,-0.0236914713725308,-0.0242631293444753,-0.0222869739553626,-0.0300144334322801,-0.0206215446132928,-0.0287820218627696,-0.0266894496422866,-0.016756970419628,-0.0214289589932068,-0.0331182811719619,-0.0257470919711344,-0.0284422211851967,-0.0286127863751526,-0.0310031118453838,-0.0220707947655845,-0.0226299496022717,-0.0246195796203865,-0.035761028673459,-0.0258553406282816,-0.019607091975483,-0.0190744586762406,-0.0247985074339762,-0.0238009544478032,-0.0244091022760197,-0.019801350989774,-0.0141118389350919
34,,-0.0202747623346266,-0.0189807421322475,-0.0202453267001792,-0.0159314873161918,-0.0264946956040724,-0.0226022835933505,-0.0246447363422855,-0.0213312095487205,-0.0276233125952897,-0.0215255992517861,-0.0276909786203574,-0.0251000785836338,-0.0165559135874305,-0.0176552441217839,-0.029189540506532,-0.0246970236104432,-0.0277264573092218,-0.0227010923084771,-0.0299834964155256,-0.0255774100482238,-0.0243562441056544,-0.0267137504094173,-0.039069221742049,-0.0228331678653289,-0.0174652800505456,-0.0192898908550894,-0.0223416286577794,-0.0198938409144332,-0.0239698385328972,-0.0193805646031549,-0.0163001713073514
35,,-0.0164332488598106,-0.0121210649337182,-0.0176780419044104,-0.0179653361860722,-0.0263534975751192,-0.0231798820431192,-0.0222834236613845,-0.0223561244723105,-0.0289329793146511,-0.0197982526533249,-0.0243339694886441,-0.0233518035932144,-0.0165850305305548,-0.0218748384076629,-0.0335102367918366,-0.0259549341577409,-0.0263308659888511,-0.0252559720431264,-0.0289134419945631,-0.0244606535887847,-0.0237755492029334,-0.0260013802544331,-0.0443264155657848,-0.0216176117849739,-0.0168802776889582,-0.0237504903380765,-0.024167890779884,-0.0260346684305182,-0.0206286184217907,-0.0147515250937422,-0.0137461675704407
36,,-0.0210696008033514,-0.0168542768030961,-0.0203468754620391,-0.0169573570745896,-0.0283963377952508,-0.0266040026051004,-0.0263505486894072,-0.0233186352708499,-0.0290570830713901,-0.0205185896039226,-0.0281250392639186,-0.0287452485257078,-0.0166025480410525,-0.0220387996561301,-0.0349209878827672,-0.0228581889813767,-0.0289512607385133,-0.030019055194522,-0.0299013136720772,-0.0251474038888909,-0.0217746468433399,-0.0264059073965743,-0.0413309529444647,-0.0220987339818137,-0.0198250886249446,-0.0201389565783175,-0.0256525399111279,-0.0251623271908294,-0.022955997152068,-0.021169042986097,-0.0127666296742425
37,,-0.023834080651926,-0.0184008060301134,-0.0213830856328552,-0.0208969778467141,-0.0299704911832519,-0.0255533014994841,-0.0273964591421652,-0.0254543282876329,-0.0290152140268694,-0.021463112610427,-0.0280027551373091,-0.029694774159736,-0.0191200983672919,-0.026727275521938,-0.0355480828580233,-0.0253046259430303,-0.02757211033559,-0.0323361822941974,-0.0305741133461575,-0.0262914018829474,-0.0239874011170689,-0.0289403728669087,-0.0438398219599234,-0.0242469719808562,-0.021034794724677,-0.0219044357856642,-0.0254422184801875,-0.0309153624551065,-0.023854983775069,-0.020167485749491,-0.00951816361435494
38,,-0.0224535244696286,-0.0203610810101876,-0.0226857993835768,-0.0227746597612782,-0.0316426500354487,-0.0280533689630426,-0.0305343565970648,-0.0263308992530251,-0.02578964388427,-0.0237858228767676,-0.0268325457972275,-0.0311912577426169,-0.0171387258961471,-0.0266027465571382,-0.0402083492865606,-0.03141828835145,-0.0269416056435363,-0.0314577021125817,-0.0302350809142715,-0.0278180262704837,-0.0245209278439718,-0.0296814315689293,-0.0452896227170443,-0.0245628087743843,-0.0220659993105881,-0.0250947032518523,-0.0276362823773911,-0.0340257908633215,-0.024289993638272,-0.0218633989125089,-0.0125620074970602
39,,-0.0224396055358451,-0.0211779940705241,-0.0221233183148356,-0.02561676458619,-0.0324209932074723,-0.0292579421763388,-0.0293583094379807,-0.0278293648896838,-0.0306539699327867,-0.0249399111094456,-0.0285135379416768,-0.0341367030122919,-0.01858684009728,-0.028097774001696,-0.0385950296804332,-0.0295207202089544,-0.0320018145741762,-0.0301198629951937,-0.0328015938141254,-0.029472070739294,-0.0266002751311597,-0.0306085001035209,-0.0464268243434804,-0.0289583615656543,-0.0237070582886072,-0.024789178319812,-0.0316435140045799,-0.0335663876938551,-0.0277092015479039,-0.0242915037436404,-0.0144589988988849
40,,-0.0266123671848183,-0.0231112791842697,-0.0255237983176698,-0.0243761234636553,-0.0348165361645224,-0.0306357800072502,-0.0323614194810314,-0.0276506621679477,-0.0296115284437145,-0.0262335064258265,-0.0308394675675809,-0.0351852533303125,-0.0169435082341157,-0.0285337953452353,-0.0441404065649599,-0.028571987839743,-0.0334203153696785,-0.0307444442076601,-0.0339484131746508,-0.0312171400132898,-0.026804231942905,-0.0333899851411955,-0.0463738381014172,-0.0296817449393481,-0.0267709733542664,-0.0243389565218583,-0.0293837463876282,-0.0345821694281513,-0.0272043065145938,-0.0242368521167381,-0.0152028724226149
41,,-0.0239978526228156,-0.021583435249326,-0.0212689051957395,-0.0237365746370117,-0.0320465845623759,-0.0285923315660938,-0.0297667410408602,-0.0255773732762155,-0.0270500750126777,-0.0255389299847583,-0.0260771947396406,-0.0347806951992278,-0.012298763997995,-0.0226945313388387,-0.040564332411923,-0.0257043860890107,-0.0274209976408003,-0.0283427410718279,-0.0327671793133871,-0.0268251748555933,-0.0246857128015507,-0.0317539928030495,-0.0443516283501122,-0.0262813047248164,-0.0210695463192223,-0.0217050541510276,-0.027741385153073,-0.0308605883028213,-0.0246203783120248,-0.0235929438459282,-0.00876204408698005
42,,-0.0259291046852943,-0.0207851086170838,-0.0234893555617739,-0.0250412542433646,-0.0349753474051615,-0.0289416205046614,-0.0319529878781521,-0.0271298100480532,-0.0288405216400362,-0.0241681401685371,-0.0284895349903437,-0.0376683346022841,-0.0136769659725475,-0.0265043924702898,-0.0404009679628496,-0.0271861664542204,-0.0310396166186483,-0.0291567213470817,-0.0340676048601348,-0.0296797508257837,-0.0253526465149947,-0.0313853263447039,-0.05090984124012,-0.0268248575797071,-0.0226114034160766,-0.0248824973130461,-0.0316698186683945,-0.032103885028945,-0.0248996151438876,-0.0237570544292757,-0.0105348667076612
43,,-0.0263404989781735,-0.0220427572968055,-0.0235507801787037,-0.0259928861771795,-0.0355027205816235,-0.030429473536168,-0.0338069584155006,-0.0290801306147471,-0.0283914629830044,-0.0250795922506452,-0.0300121949394543,-0.0360748997165663,-0.0155215124833192,-0.0261044040756189,-0.0443526697949896,-0.0271062351058388,-0.0325008817677296,-0.0299425096102831,-0.035979937017572,-0.0297909138622054,-0.0290875360418382,-0.0330963932572376,-0.052417683927828,-0.0286608478396933,-0.0244359136899292,-0.0265482857030745,-0.0320376204434934,-0.0337308194803562,-0.0273664603658134,-0.0225240452171991,-0.0104294941181589
44,,-0.0284494419453254,-0.016623528275585,-0.0230918293110784,-0.0271747556885862,-0.0336306042722759,-0.0313810490813836,-0.0344892833543493,-0.0279524098782664,-0.0289386921465785,-0.023241893199199,-0.0290649948381217,-0.0349664701507714,-0.0138605842019522,-0.0231436967769337,-0.0416355133596211,-0.026205482226471,-0.0317719112531496,-0.0255299471420705,-0.036019616708002,-0.0326344321126989,-0.0257763503432656,-0.0327920897404577,-0.0488675400513039,-0.0260756896830966,-0.0250506147435909,-0.0252104446133829,-0.0275705786576426,-0.032002755107061,-0.0259729095607355,-0.0204746870596851,-0.00680296829458387
