Time,Label,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24
14,,-0.0114922682943622,-0.0061655455611878,-0.00985894340942544,-0.00733369358494801,-0.00962548583753019,-0.00835556649510142,-0.0086287382774635,-0.0124734761917206,-0.0115527534378555,-0.00715957008119847,-0.0125222247413577,-0.0121633808405938,-0.0111705068391264,-0.0115295174735157,-0.0118183320586191,-0.010842023274692,-0.00799072875160058,-0.00767576426054141,-0.00946300732139722,-0.00809240050025744,-0.0062877904248616,-0.0114104204808833,-0.0104465306313979,-0.0112457882991292
15,,-0.0117509063691723,-0.00761958280250271,-0.00894010856921584,-0.00820391177110456,-0.00903967677627853,-0.00670291367965789,-0.00752660676304364,-0.0127615781825052,-0.00854804281046058,-0.0100541820825814,-0.0112239418636564,-0.0103188581507214,-0.0137756989272971,-0.0117778145050471,-0.0114801163769415,-0.0111213721617331,-0.0107704681305946,-0.0127858882461452,-0.00894705858471033,-0.00988253758061744,-0.00907884296855863,-0.0112112374632273,-0.00996905021324026,-0.0115958517481294
16,,-0.0127155564860313,-0.00689256418184526,-0.0105615818166446,-0.00952327482753532,-0.00963262985047231,-0.00778417057486832,-0.00945335466235319,-0.0141417877197532,-0.00857880776568988,-0.00810146763720413,-0.00913332458265217,-0.0124624926281407,-0.0122941202206658,-0.00820854467678336,-0.00963530356779112,-0.00879620348430223,-0.00921708435998032,-0.0107434660799246,-0.00700167810212072,-0.00779813139115716,-0.0106389072724592,-0.0100714679733073,-0.00945864011107182,-0.010580667746029
17,,-0.0136802066028903,-0.00658465041309618,-0.0111097942002991,-0.00872791411975792,-0.0111685926330225,-0.0117136163647791,-0.0106585632248843,-0.0147313917939173,-0.0112758688407918,-0.0105136443050232,-0.0101547677290789,-0.011605038837173,-0.0156947908090414,-0.0130037810982334,-0.00995814580939243,-0.0104640806628128,-0.00831775691383513,-0.00940083796268793,-0.00916697116100316,-0.00869319993133707,-0.0124305436214698,-0.0120411667034602,-0.0122000363049766,-0.0115783485756794
18,,-0.0149384458857499,-0.00613988608045871,-0.0122834319793903,-0.0110204243951165,-0.0114114890730536,-0.00864565980845056,-0.013211702416562,-0.0165605044330856,-0.0101170555271549,-0.00914674419325902,-0.0120926458480007,-0.0160318932928669,-0.0167289128593077,-0.0134460601856487,-0.0120335602196866,-0.0116472053608695,-0.0106478325697566,-0.0149585046540372,-0.0118566711325837,-0.007859437455553,-0.0131983877710459,-0.0116428006681485,-0.0125457979870907,-0.0129435960267798
19,,-0.0160778514585615,-0.00621686452264598,-0.0121212846546476,-0.0114040689718091,-0.0101755748340714,-0.0120037096781283,-0.0116100436689878,-0.0153276959143788,-0.00926589176581096,-0.00966363919350601,-0.00793050368125241,-0.0153339657885907,-0.0168482346343384,-0.0107923856611569,-0.0100273262897357,-0.00941241426454012,-0.0107704681305946,-0.0135833279763827,-0.0073992123746499,-0.00581181490473025,-0.0146975120630753,-0.00722757711010904,-0.0129656514582293,-0.00682623725550257
20,,-0.0201741193460931,-0.0121613108915514,-0.0163139511944275,-0.0166534496431403,-0.0131474842179824,-0.0152474803637594,-0.0138935967348362,-0.0159307000811376,-0.01355247552776,-0.0111913510831248,-0.00998293617173608,-0.0205484812848246,-0.0206764749165741,-0.0110251641282176,-0.0117952718985046,-0.0102093802069812,-0.0136932823305662,-0.021085771152699,-0.00885401864858651,-0.00939208906545025,-0.016537900421583,-0.0070837227084686,-0.0145051141857374,-0.00978427339955363
21,,-0.020817219423999,-0.0145561957595997,-0.0158275092201988,-0.0165411634255717,-0.0122544826002207,-0.0161177603038068,-0.0131324123795535,-0.0154214965625413,-0.0145266991100211,-0.0123055469725461,-0.0136009450735654,-0.0236193623036393,-0.0215017838605366,-0.0108389413545691,-0.0109036123740821,-0.010045057332251,-0.0180468447403141,-0.0248614041611707,-0.00753454319083009,-0.0113906667647562,-0.0192680129534089,-0.00317752241777212,-0.0154024480750336,-0.00726381656675271
22,,-0.0211038183717614,-0.0188840948425726,-0.0172791138417064,-0.0155586590218467,-0.014940631466448,-0.0170935287214357,-0.0152573853713846,-0.0168955067479517,-0.0142600694980338,-0.0153839438629058,-0.0121212844408912,-0.0243771121654247,-0.0212432533479701,-0.0114286468044561,-0.012179607900411,-0.0103490546505017,-0.016054016876697,-0.0254716896690055,-0.00741612872667238,-0.0109124794624683,-0.0203771211694631,-0.00531320699597162,-0.0163985710163624,-0.00564477311512708
23,,-0.019726745378854,-0.0151035980151535,-0.0164220494109227,-0.0139024373127101,-0.0135618369686238,-0.0142717119461306,-0.0124980920834844,-0.0138402856363737,-0.0138806350502058,-0.0113177031942963,-0.0120735534527403,-0.0225525302613888,-0.0188866482911133,-0.0110949976683358,-0.0124640165418215,-0.0104476483753398,-0.0153488624018787,-0.023168879019442,-0.00696784539807564,-0.00858284901542447,-0.0172813685664106,-0.00546812712081507,-0.0156988152311315,-0.00893536953572836
24,,-0.022096429361573,-0.016087211443102,-0.0165147050250615,-0.0165879493495587,-0.0142762382628332,-0.0155463643835737,-0.0134654305349896,-0.014202088136429,-0.0163315764834732,-0.0142008286401182,-0.0129040726465639,-0.0264011019278253,-0.0202091312977038,-0.0128408361712909,-0.0153234763960045,-0.0123620098659455,-0.0206528504081209,-0.0289706599139253,-0.0084987752561136,-0.0122366904534195,-0.0208402652596837,-0.0053685356119871,-0.0176745962717835,-0.00762263160197782
25,,-0.0239698078493861,-0.0179689066965685,-0.0197422089175625,-0.0179540983299765,-0.0162051217571986,-0.0197395313674384,-0.0141156088384604,-0.0156760983218394,-0.0174596248418808,-0.0139481244177753,-0.0122453850100831,-0.0271488813966925,-0.0210244967604138,-0.0156962520339019,-0.015961474159169,-0.0121812547037423,-0.0156043531536245,-0.0298250596248941,-0.00722159067841344,-0.0110718752298976,-0.0231925497179087,-0.00525787837995598,-0.0194610316293731,-0.0073775871876778
26,,-0.0269825919100107,-0.0161556367250462,-0.0198039793269883,-0.0188430308857277,-0.0142119421463544,-0.0178934830097621,-0.0159789247081631,-0.0143963894790512,-0.0142908344532631,-0.013109605861819,-0.00923833275658385,-0.0297710947341867,-0.0213128577167381,-0.0110329234104529,-0.0142780824708194,-0.0102340286381907,-0.0175767417571018,-0.0334786355317987,-0.00647727118942265,-0.0084847593123911,-0.0248379300384287,0.00121556969386117,-0.0188518324751721,-0.00564477311512708
27,,-0.0266959929622483,-0.0176866524085485,-0.0201437165788305,-0.0190488889512701,-0.0157264728900782,-0.0212866957053004,-0.0167876830856511,-0.0143494891549702,-0.0149574084832312,-0.0119954099723979,-0.00945789530207741,-0.02930248626703,-0.0192645005787106,-0.0155643442359009,-0.0152927295158521,-0.0103244062192922,-0.0162277505878841,-0.0331612870677246,-0.00608819509290466,-0.00750386228205688,-0.0252401341167781,0.00106064956901773,-0.0188600648961747,-0.00881284732857835
28,,-0.0282478214111085,-0.0190294985667041,-0.0214408951767735,-0.0217344009881187,-0.0162122657701407,-0.02231520836172,-0.0164625939339156,-0.0139273862382389,-0.0160239269311804,-0.0143156941957287,-0.00923833275658385,-0.0316355582098957,-0.0217105969668404,-0.0136555608060033,-0.0154080303164239,-0.00919057838365448,-0.0176584987976604,-0.0332345213286648,-0.00650264571745643,-0.0116726746609774,-0.0285796467673151,0.00330699137924836,-0.018678951634115,-0.00683498884172762
29,,-0.0292404324009198,-0.0200644309561107,-0.0214949442850211,-0.0198161781046554,-0.0171338434396707,-0.0227635343914414,-0.0165180969598217,-0.0137732851734006,-0.0131012561843968,-0.014143395862313,-0.00800687326229362,-0.0323633968929264,-0.0227646059796119,-0.0117390180938704,-0.0152850427958139,-0.00794994067944226,-0.0181388214109426,-0.0367904515543158,-0.00253576116817565,-0.0079452659457073,-0.0300787710593446,0.0087734586415829,-0.0186295571080987,-0.00226666083227585
30,,-0.0293802367656819,-0.0159674671996995,-0.0195877828939979,-0.0186746015593749,-0.0145905748322854,-0.0214976726604633,-0.0138143066978276,-0.00950535568200777,-0.0122911123633587,-0.0114555418610287,-0.00375881531687407,-0.03313111714763,-0.0179519610533726,-0.0101018095422102,-0.0119566930193054,-0.00574801415805892,-0.0168818069123534,-0.0333891269906495,0.000128564275371086,-0.00646165918732665,-0.0264833103589488,0.0120599784329055,-0.0173370670106722,-0.000708878484225293
31,,-0.0316171066018768,-0.0143081541125519,-0.0194719633763244,-0.018974031472891,-0.0134832528262608,-0.0206801369592068,-0.014139395849563,-0.00957235614498091,-0.0106913346914351,-0.00978999130467744,-0.000513108122620849,-0.0340085117244343,-0.0156749038465362,-0.00868962017537542,-0.0124947634219742,-0.00347214234304703,-0.0160233579864876,-0.0355373319782283,0.000703720244136715,-0.00399715539861195,-0.0272877185156476,0.0159551130003989,-0.0163985710163624,0.00112895462302547
32,,-0.0324629230086877,-0.0167714642625443,-0.0205066177342075,-0.0193857476039758,-0.0153764162559158,-0.0231766975953022,-0.0151939533417777,-0.0117833714230966,-0.0116347933184669,-0.0107089157495609,-0.00111451857332073,-0.0336296367935415,-0.0162317387966796,-0.0109786084348055,-0.0137707589483031,-0.00481137377209731,-0.0162686291081635,-0.0397849191127587,0.00111817086868849,-0.00349444567056569,-0.0327357555769252,0.0173715255703964,-0.0169501432235444,-0.00305430359252618
33,,-0.0340497025487384,-0.0155483623477911,-0.0194565207739678,-0.0188243165161329,-0.0141833660945861,-0.0217350217350217,-0.0138380937089302,-0.00962595651535953,-0.00987093588532048,-0.0127994688616709,0.00145340858919141,-0.0339088077952519,-0.0178823566846047,-0.0103733844204477,-0.0113725022964076,-0.00455667331626573,-0.0180059662200347,-0.0381330796715525,0.00236998091835486,-0.00283234017509005,-0.0322726114867046,0.0212002657986712,-0.0183167251099955,-0.00453332166455171
34,,-0.0335114557444041,-0.0138890492606434,-0.0209158466966537,-0.0204524666708774,-0.0162551298477933,-0.0230887905306511,-0.0165418839709243,-0.00666453605194408,-0.0107118446615881,-0.0119264906390316,-0.000723124470484344,-0.0341979491898806,-0.016450495384236,-0.0108079042256276,-0.0157078123979109,-0.00490175135319895,-0.0183227747521994,-0.0401022675768329,6.08988672810468e-05,-0.00735672772750674,-0.0345030159211875,0.0227715984935125,-0.0169501432235444,-0.00513718111407696
35,,-0.0348815385190733,-0.015223342258556,-0.0223597300169831,-0.0211542555306811,-0.0162979939254458,-0.0252249322016764,-0.0180404656703874,-0.00886215123746503,-0.0111835739751039,-0.0122596007503018,0.00136749281052,-0.0350753437666848,-0.0170868781843999,-0.0103889029849184,-0.0136785183078456,-0.00490996749693538,-0.0152977642515296,-0.0420795926222178,0.00117737810076723,0.000269746683341985,-0.0346858359568009,0.026478615766553,-0.0176416665877726,-0.00447206056097664
36,,-0.0383626672016515,-0.0135811354918943,-0.0211320431296442,-0.0211636127154783,-0.0154407123723945,-0.0256205139926071,-0.0172634233077028,-0.0102423607747131,-0.00571766692936512,-0.0113177031942963,0.00429817548297791,-0.0354043667329864,-0.0154163733339697,-0.00872841658655216,-0.0117722117383903,-0.0013770256902383,-0.0168920265424232,-0.0418436155591883,0.00497509912982274,-0.00147134554550124,-0.0337229837692372,0.0308827736013893,-0.0157564421781504,-0.00518093904520193
37,,-0.0367898680980769,-0.00992893606812076,-0.0192480456421556,-0.0177014543404472,-0.0136047010462764,-0.0244337686198151,-0.0153287464046923,-0.00667793614453879,-0.00587149170551162,-0.0108697275274156,0.00750569788671059,-0.0337991334731515,-0.011946098376826,-0.0064394283271221,-0.00918947380557987,0.000660577956414979,-0.0113121085242956,-0.0389630679622078,0.00638761452370309,0.00138551705534728,-0.0337473597739857,0.0344459364727896,-0.0124305440930527,-0.00231041876340083
38,,-0.038593344403509,-0.0127600321085634,-0.0185917350420059,-0.0213039704874391,-0.0133832366450714,-0.0240206054159543,-0.0139808157755458,0.00662165575564134,-0.00368717988423146,-0.0128683881950371,0.0100163478634417,-0.0347562911933014,-0.0120654201518568,-0.00657133612512312,-0.0100042661296212,0.00182727036699865,-0.0118844078082061,-0.041558815655532,0.00892506732708104,-0.00152039039701801,-0.0353805520921316,0.0369910528095041,-0.0136324775594494,-0.00179407517612566
39,,-0.0338819373110238,-0.0120586729686351,-0.0164915411215268,-0.0170651657742251,-0.0105613515329445,-0.0233876745504652,-0.0115228246282784,0.0110905866359535,-0.00245658167505946,-0.00984742408248276,0.0115819242747873,-0.0330114724326113,-0.0102258761201331,-0.00553159230558551,-0.00980441140863005,0.00173689278589713,-0.00674393388308123,-0.0383527824543729,0.00971167769612809,-0.000380097599254417,-0.03595338820372,0.0368582641310668,-0.010792292313512,-0.00314181945477613
40,,-0.0314563315824003,-0.0113744201491927,-0.0164297707121009,-0.0176827399708523,-0.00888250849155233,-0.0198274384320896,-0.0117765527467059,0.0086450697374319,0.00152235253459659,-0.00996228963809309,0.0114578237055952,-0.0317053509603232,-0.0028279260682281,-0.00709896731712743,-0.01091129909412,3.61510324405377e-05,0.00288295764269925,-0.0284254715269261,0.0116401418266953,0.00296721351676113,-0.0344420759093164,0.0383963996562986,-0.00843781990673494,-0.00340436704152624
41,,-0.0318827348949247,-0.0126402878651611,-0.0179122605383215,-0.0177856690036236,-0.0101327107564188,-0.0220075336354406,-0.0107616402729955,0.0049131439498246,0.00305034531098511,-0.00853795674852375,0.0137680035320931,-0.0333903473635041,-0.00247990422438852,-0.00598163067523611,-0.0114032491765603,-0.00143453869639375,0.00425238807205657,-0.0264969693221681,0.0155224446158634,-0.000404620025012715,-0.0394025928756251,0.0407644644217633,-0.00753225359643606,-0.00326434166192627
42,,-0.0361257973654566,-0.0142055161896355,-0.0170551961075377,-0.0192453898320151,-0.00765373826551221,-0.0234931630280467,-0.00897761444030153,0.00619285279261272,0.00606531092345637,-0.00846903741515748,0.0150471940145341,-0.0334501697210135,0.00710561170307974,-0.00335899327968579,-0.0086667768429872,-0.00127843196540023,0.000287171604962337,-0.0315257219067271,0.0136870204214201,0.00132421099095128,-0.0364043442915662,0.041561196492387,-0.00818261485565066,-0.00363190828337642
43,,-0.0384745106934612,-0.013504157049707,-0.0160668695567241,-0.0171774519917937,-0.00722509748898656,-0.0220602778742314,-0.00785962491847988,0.00663505584823585,0.00420915862462203,-0.00856092985964578,0.014121212844409,-0.0345568833349368,0.00687691163427089,-0.00159763621225993,-0.00621471315082505,-4.92968624194988e-06,-0.00523142863274632,-0.0371891714194346,0.0138900166456903,0.00340861718041156,-0.0364652843034374,0.0456776455239426,-0.00526010539968617,-0.0032993480068262
44,,-0.0393832390644152,-0.0134613912484919,-0.0158738370272682,-0.0153902296954938,-0.00735368972194426,-0.0222536734164642,-0.00616281812649532,0.00875897052448631,0.00191204196750101,-0.00836565841510809,0.0184742789637602,-0.0345568833349368,0.00960142549747246,-0.00358401246451109,-0.00644531475196884,3.28645749459433e-06,-0.00493505936072127,-0.0365951601918086,0.0126382065960239,0.00447534270090009,-0.0382812966571966,0.0470055323083154,-0.00526010539968617,-0.00554850566665208
45,,-0.0391945031719864,-0.0100914461127382,-0.0123452023888163,-0.0128076466914163,-0.00431034020861237,-0.0196955778351127,-0.00393476808655292,0.0122027943213088,0.00555256166963475,-0.0043223908576207,0.0223691275968641,-0.0287142330848545,0.0126540742420084,0.00185524438247348,-0.00393175729950161,0.00368411885144877,0.000113437893775111,-0.0367823144142113,0.0148373323589514,0.00533362760244246,-0.0364409082986888,0.0498715546179199,-0.00200829910361282,-0.0049096398722269
46,,-0.0418857371936581,-0.0126830536663762,-0.0141133803586314,-0.0132661487464881,-0.00595346318529388,-0.0205922298945555,-0.00695571849658152,0.0113384883489544,0.00397329396786397,-0.00856092985964578,0.0213572306480675,-0.0331809691122213,0.00932300802240071,-0.0011631164070799,-0.00499252466476306,0.00212305154151284,-0.00358606819150356,-0.0381981767923882,0.0143721326783321,0.0035557517349617,-0.0378790925788472,0.054784735720099,-0.00150612142244714,-0.00910164967400347
47,,-0.0422282578873255,-0.0151805764573408,-0.0133952993490558,-0.0130977194201352,-0.00479613308867463,-0.0214537191281377,-0.00566329089334097,0.0131609009418256,0.00892645175978113,-0.00566631785826285,0.0241447203560732,-0.0310672458135566,0.0118884261855613,-0.000744115166370652,-0.00514625906552544,0.00106316899950366,0.000675517547615871,-0.0377180855262248,0.0155562773199084,0.00652296525172283,-0.0356974401538613,0.0554818762818948,-0.000230096167025977,-0.0102306042970288
48,,-0.0431230058218033,-0.0125119904615156,-0.0115962361745278,-0.0132567915616907,-0.00253862499897296,-0.0208911139143698,-0.00272163052032103,0.0148158123772635,0.00833166262534795,-0.00543658674704203,0.0268653866806678,-0.0321939002133165,0.0109835693915783,0.00271652471059815,-0.00336294001668018,0.00435784263784224,-0.00152170291739777,-0.0412170557711445,0.0167657964895186,0.00854606537678711,-0.0379887846002153,0.0607380948033704,0.000930675194357179,-0.00911915284645343
49,,-0.0406274979107985,-0.0137949644979701,-0.00990527121649483,-0.00930805957719557,-0.00239574474013121,-0.0199768804419968,-0.00274541753142361,0.0189095406649259,0.0119824373125582,-0.00617172630294874,0.026693555123325,-0.0304191702738717,0.0119282001105716,0.0025923761948323,-0.00281718289397324,0.00446465250641674,-0.000479300650274997,-0.0410949986695775,0.0183813081076691,0.0108756958238309,-0.0345395799283102,0.0600077570719653,0.00153164192755547,-0.0111582724368792
50,,-0.0432907710595179,-0.0132646685629023,-0.0101986806612677,-0.00961684667550918,-0.00276723341312004,-0.0212515328794399,-0.000882101661720937,0.0200954488595517,0.011387648178125,-0.00520685563582104,0.0290896507284943,-0.0333504657918311,0.00981023860377623,0.00404336197284399,-0.00300166417488828,0.00382379329496944,0.00235153687906813,-0.0388816965611632,0.0172563706981717,0.0111209200814146,-0.0377084605456082,0.0654410271646906,0.000733097090291961,-0.0134949459589551
51,,-0.0423540818156114,-0.01435947307401,-0.00944971444697916,-0.0053406132231056,-0.000231108818676794,-0.0197395313674384,0.00213091974460688,0.0231908702489134,0.0158588216714498,-0.00324265463488268,0.0322398959464459,-0.03025964398718,0.00863690781597401,0.00623147956321449,0.000165264480819736,0.00648582386559704,0.00308735024409597,-0.0386619937783427,0.0207580555668331,0.0121386007503863,-0.0365384123176827,0.0705091283917133,0.00438829201549838,-0.0135824618212052
52,,-0.0443672646681865,-0.0173103133578552,-0.00772014298305529,-0.00310424605653143,-0.000838349918754624,-0.0220954407000919,0.000687841071049893,0.0287184084442022,0.0135309400590995,-0.00383995552405686,0.0356287961051514,-0.0332009098980577,0.00887555136603547,0.00762815036557842,-0.00067258800333608,0.00929574502348173,0.00540720626994744,-0.0399151133544302,0.02248352347313,0.016871428921749,-0.03814722863108,0.0778678343217791,0.00668513747525642,-0.0148164354789305
53,,-0.0383626672016515,-0.0157279787128947,-0.00796722462075879,0.00411014342224999,-0.000295404935155539,-0.0196252521833917,0.0020754167187008,0.0355859558989552,0.016525395701418,-0.00288657141249026,0.0405259954894216,-0.0326724790733916,0.0123458263231791,0.0101964727854814,0.00178716240886423,0.0092053674423801,0.0131128073425999,-0.0347643036683041,0.0232363011381321,0.0183427744672504,-0.0383422366690677,0.0794059698470108,0.00527739348379174,-0.0147989323064806
54,,-0.0408372044579418,-0.0132988812038743,-0.00650789869807279,-0.00130766657543404,0.00118340574385784,-0.0186758558851582,0.00327269627753101,0.0435456109001714,0.0169253401193989,-0.00219737807882762,0.0428934525017004,-0.0310273642418837,0.0126043568357456,0.0136415940979794,0.0027095688134394,0.0107171378898971,0.0113652506006587,-0.0393211021268042,0.0247333982921251,0.0169327349861448,-0.0381716046358286,0.0818846918445067,0.00676746168528364,-0.0153415306524308
55,,-0.0357343451441226,-0.0126745005061332,-0.00606778453091366,-0.000109946921369163,0.0015120303391941,-0.0174012034477151,0.00389115856619831,0.0519541690033078,0.020483819940921,-0.00287508485692916,0.0458909585575696,-0.0286942922990181,0.0163033318616981,0.0125009796093822,0.00273262897355367,0.00979692979140848,0.0128879754810635,-0.0408590216065481,0.026619571542636,0.0207091885529317,-0.0352221080612666,0.0845957940292676,0.00871031304192479,-0.0159803964468561
56,,-0.0335394166173566,-0.0129738611146392,-0.00349659123856243,0.00233227831074746,0.00116911771797359,-0.0178583201839017,0.00544524329156733,0.0577229088653002,0.0233654707473988,0.00088101881153207,0.0452418171187189,-0.0281658614743519,0.0152294358864216,0.0138588540005693,0.00254814769263864,0.0128779836925978,0.0151465137264962,-0.0368067258345247,0.0290809007619125,0.025000613060644,-0.0353683640897573,0.0877827223117624,0.0104638187155036,-0.0155515687218308
57,,-0.0259200787378183,-0.0138120708184561,-0.00236928126654045,0.00472771761887722,0.00476970024078902,-0.0176297618158083,0.00647601377267953,0.0666741707185197,0.0309233947487298,0.00213305336768576,0.0541102347171342,-0.0233102801231742,0.0159851404616162,0.0171487896683604,0.00639919443173986,0.0123357182059885,0.0246814285816483,-0.0384667024158355,0.0326079601586077,0.0268765786311583,-0.0348077159805431,0.0924081946106608,0.0115504982878622,-0.0162341924473811
58,,-0.0146029154103207,-0.0147272589644602,-0.000732365416755363,0.00881680737533307,0.003176585354702,-0.0184648789299952,0.00664252285039754,0.0715853046544552,0.0339793803015069,0.0027073811457379,0.0553798790019451,-0.0246662535600534,0.0123557698044317,0.0152400062384629,0.00629926707124418,0.012113882325103,0.0336644834130294,-0.0270014720086449,0.0351961620180531,0.0250741803379191,-0.0349783480137822,0.0950750339026094,0.0155185252111718,-0.0183958342449569
