Time,Label,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean(background)
11,,-0.00531636977735437,-0.00500602774687233,-0.0047170864570369,-0.00413119951562685,-0.00682378161547851,-0.0067769205562921,-0.00510378682183155,-0.00509053536630446,-0.00527408700921126,-0.0066767386329681,-0.00751537355559045,-0.00678801631115128,-0.00654664186234014,-0.00824886328178405,-0.00548894707235397,-0.00373478657757575,-0.00601417917431295,-0.00601543367504145,-0.00407276164770053,-0.00688352234987382,-0.00602594784193233,-0.00529125324239652,-0.00137639197074502,-0.0095521257346473,-0.00650338289561848,-0.00638089305745405,-0.00639804312155616,-0.00447191164160182
12,,-0.00459497473611926,-0.00340914322996895,-0.00347157091348287,-0.00462936124333978,-0.00504398695252169,-0.00747212975504475,-0.00514807771123124,-0.00224780869692469,-0.00582685532959922,-0.00526192130288581,-0.00557849621467255,-0.00605816572064091,-0.0043301572623279,-0.00378567817118563,-0.0041873603721373,-0.00800393112954958,-0.0029654136423044,-0.0079581463697536,-0.00779326492511832,-0.00762499460822003,-0.00344043310862581,-0.00248773980549959,0.000784405305716304,-0.00796156802495959,-0.00561698649369772,-0.00194269195194389,-0.00661321011727299,-0.0017639868109032
13,,-0.00890054922299908,-0.00686574141425559,-0.00911698884459837,-0.00774840065285632,-0.00852096892288066,-0.00899326876876643,-0.0057279120345496,-0.00779463491059881,-0.00689995394715881,-0.00665097879179949,-0.00974127318406334,-0.00847986700278366,-0.00815484121795719,-0.00826568169011419,-0.00635008394169475,-0.00321532085555803,-0.00601417917431295,-0.00582838623080465,-0.00629112802423414,-0.00862222854778867,-0.00513281002218734,-0.00691370271471138,-0.00471856780419097,0.000627443607354339,-0.00394125673128721,-0.00420615547585221,-0.00960276333860904,-0.00561476500624588
14,,-0.00566788847404132,-0.00533181131934623,-0.00430377489421812,-0.00442870650141075,-0.00619705637272384,-0.00852128122923754,-0.00778169698004928,-0.00527872001436692,-0.00664848300228765,-0.00474149355391316,-0.00785508174704254,-0.00815916561699045,-0.00639613057700158,-0.00547511963103639,-0.000347710246486143,-0.0039497412421637,-0.00350647585483515,-0.00975219163826791,-0.0094837032787173,-0.00933799557408612,-0.00319185041495302,-0.00485771030758785,0.00115275496652405,0.00399088267193507,-0.00387452589030326,-0.00860005707654833,-0.00581336742693353,-0.00110672350248129
15,,-0.00752927327423064,-0.00673260282215877,-0.00843721880800045,-0.007263688118372,-0.00844068426803204,-0.00603565435286212,-0.00616840857073678,-0.00511986806233696,-0.00646422689549171,-0.00596720798867356,-0.00878736447272159,-0.00740725509987778,-0.00729957269521603,-0.00643328375945753,-0.00510686641906529,-0.00338854050212255,-0.00465368316722078,-0.00895977661064908,-0.00459662868584328,-0.00445464680443822,-0.00299710607831695,-0.00731133492086715,-0.00285649377774781,0.00441975532578896,-0.00410524951337703,-0.0068183030677382,-0.00922760799202548,-0.00450801207406429
16,,-0.00588989497372788,-0.00736648489096364,-0.0090028548864252,-0.00659835923723921,-0.00402250357668138,-0.00708983726454061,-0.00721961761021579,-0.00597748108834707,-0.00800793106617035,-0.00625096102836569,-0.00809353076604247,-0.00761734468388698,-0.0047216613270937,-0.0051893684048896,-0.00465370099307181,0.00263019010634006,-0.00558732424593524,-0.0036710542398161,-0.00902940732213948,0.000547978544047177,-0.00442422777473588,-0.00640861350059436,-0.00551073040023974,-0.00694642534768653,-0.0051494728074608,-0.00575955759595044,-0.00319332290450343,-0.00399083413943739
17,,-0.00707386239459175,-0.00704426057909719,-0.00843174738143412,-0.0084203187360408,-0.00658514936465199,-0.00867009566871995,-0.00872232353749767,-0.00807818430557978,-0.00934002543649448,-0.00738202531875572,0.000763324080921906,-0.00681007623775358,-0.00554685255317932,-0.00773606354318098,-0.00840265675354775,-0.000934386189975226,-0.00675007374036843,-0.00767195054558218,-0.00912345118047593,-0.00164223629044124,-0.00743292357249237,-0.00828560262044849,-0.00594157084588663,-0.0099239091765516,-0.0070983912735712,-0.00698953525110257,-0.00563138686932217,-0.00381680651120742
18,,-0.00668300588105905,-0.00540878032998204,-0.0077247296405359,-0.00856744749418035,-0.00494138417349514,-0.00670251333655075,-0.00819778045519469,-0.00572339832864974,-0.00581434787864129,-0.0069261452177687,-0.00214187929511299,-0.00502977772719724,-0.006113079503081,-0.00353356376169901,-0.00600048167593509,-0.00254060473084691,-0.00268398913165746,-0.0106768412682689,-0.0108057675644913,-0.00152726184249058,-0.00430670964055895,-0.00529524332335784,-0.00565657827004597,-0.00859065495734099,-0.00831874022992369,-0.00511283559873683,-0.00388290736913723,-0.00119246202957981
19,,-0.00679173964146891,-0.0063894678542235,-0.00919862252896776,-0.00793560620155648,-0.00691961826636075,-0.00904716320491196,-0.00996391585537703,-0.0066444985597713,-0.00954919475861338,-0.00755405368334127,-0.00461366187515734,-0.00671059845552839,-0.00717314820761393,-0.00794629364730711,-0.00555359744752958,-0.0082308652900516,-0.00724783987433818,-0.0114747706662957,-0.0133637605112447,-0.00758670564332726,-0.00870223520301677,-0.00903711373118322,-0.010138183829131,-0.00931974851981022,-0.00562911937387663,-0.00789621537398701,-0.00440685683522668,-0.00132803484931709
20,,-0.00867622280078057,-0.00846618519176626,-0.00749624286712701,-0.00583283837970453,-0.00880423742206319,-0.00999365400271274,-0.0102316875723363,-0.00646743086956583,-0.00845362340396659,-0.00688321214915439,-0.00352233804658376,-0.00602497177447994,-0.00629366808507527,-0.00589541812382401,-0.00531399273953292,-0.010255013664185,-0.0049566169476658,-0.0108143696662425,-0.0112354838762767,-0.00510663474033826,-0.00578419625162535,-0.00618984699270927,-0.0102216490296428,-0.0117752881978754,-0.00816697977785021,-0.00593700948056375,-0.0068227304653122,-0.00338772147970925
21,,-0.010188610559209,-0.00872178459413753,-0.00906271229306063,-0.00865437080343703,-0.00946661107131048,-0.0125870697513791,-0.0108182764975239,-0.008731673912624,0.00391360174207839,-0.00882694514522263,-0.00870784392127432,-0.00665534458276511,-0.00570347913949764,-0.00857666052875621,-0.00601993806846408,-0.0137061711846683,-0.00523179683159719,-0.0102695498699394,-0.0151115869920332,-0.00949147409347397,-0.00348744036229671,-0.00834118857591115,-0.0106385425700227,-0.0143738524333425,-0.00994583902178113,-0.00842882489318396,-0.00768874790387398,-0.0042662961349671
22,,-0.00407006704671934,-0.00591308306729755,-0.00690883051096829,-0.00909566681481386,-0.00495703715651587,-0.0094626438311394,-0.00854313359933792,-0.00791946629280116,-0.00137491459470147,-0.00785932260569522,-0.00391982816847822,-0.0048639120526501,-0.00482399901695898,-0.00391165451819661,-0.00377954212873144,-0.00655305960020935,-0.00662948306001723,-0.00305465791561816,-0.0103964630446857,-0.00747592577299122,-0.00272177787824516,-0.00554565530093707,-0.0073728044266829,-0.0111570562564985,-0.00957558727665035,-0.00328678208511268,-0.00634841206038946,-0.00348483949095371
23,,-0.00834558340688109,-0.00814051284618621,-0.00950863355821469,-0.010840722201999,-0.00806157911796741,-0.0107221480956019,-0.012577657295837,-0.0115741327035009,-0.0113742657325506,-0.00913231276428606,-0.0101026073611781,-0.00898859804598374,-0.00967879918252651,-0.00924907343103044,-0.0066673610198666,-0.00785467047481321,-0.0105687323616616,-0.0110125561387034,-0.014059578194914,-0.0130879479615969,-0.00903800130066522,-0.0095977889007629,-0.0116876958158339,-0.0171761487684959,-0.0134612913286922,-0.00833375231694976,-0.0076004818849128,-0.0047473736371314
24,,-0.0119275437961909,-0.0119367979646947,-0.0134245335517206,-0.0127964515287533,-0.0102093703623935,-0.00972176286165572,-0.0130159344628384,-0.0152652305905517,-0.0125320692822079,-0.0113815120761272,-0.0107314504755271,-0.00823658347261348,-0.0110400152597976,-0.0100558718844808,-0.0085840454838982,-0.00446920696418143,-0.0116662601992881,-0.00385269760105314,-0.00934851523235862,-0.0158278675701508,-0.011177062905512,-0.0114985809173868,-0.00941564764387182,-0.0198889919370384,-0.0139470043351975,-0.0123280698455696,-0.00986201381180919,-0.0111187075707719
25,,-0.0117772531626003,-0.0107040702986893,-0.0105800483084289,-0.0118536540571167,-0.00858792329541474,-0.00304717400315094,-0.0109310783487402,-0.0128604852728904,-0.0135902199705737,-0.0101902427929677,-0.0112987946931477,-0.0102159416038779,-0.010136573141583,-0.0104761703772683,-0.00857102348889839,-0.000856809293047617,-0.00840420597257341,0.0061029467334151,-0.00129771975062731,-0.0150863953118046,-0.00677806390066494,-0.00828959270140981,-0.0106107568750338,-0.0208290542598636,-0.0145176475029548,-0.00634281325388896,-0.00938759634289221,-0.00613861367295842
26,,-0.013136828632512,-0.0126686709270979,-0.0144415623218658,-0.0137124408769741,-0.0107222832705392,-0.0085110248374397,-0.0133965080310141,-0.0143986436347052,-0.0136575364952421,-0.0128652197094111,-0.013448778101117,-0.0107688965565401,-0.0124555202335215,-0.0117116765276714,-0.011763250663147,-0.00401543525201529,-0.0123651033134981,-0.00652727753630501,-0.00950817605548898,-0.0200721347965591,-0.0113449459543362,-0.0102697735702664,-0.0160303728999738,-0.0221764802728856,-0.0158412253906654,-0.0110219325832873,-0.0115166797093496,-0.00868408655757532
27,,-0.010540129255896,-0.0124375414414027,-0.0127392920885564,-0.0156748496688219,-0.0110166603383172,-0.0113199215722748,-0.017096968417923,-0.0140968785015487,-0.0163938210304368,-0.0145810620033406,-0.00880538612744048,-0.0129473143085127,-0.0109496585677699,-0.00950959704468224,-0.0121517657139649,-0.0079562063635691,-0.0124331003599563,-0.0124929440184149,-0.0155249524966305,-0.0207880093761286,-0.00978351781885789,-0.013458948970435,-0.0133900831827487,-0.0185915189844722,-0.0158108931902182,-0.0132664831380916,-0.0120020932816389,-0.00847611667491038
28,,-0.0114997702545412,-0.0107531213589355,-0.0132886233158137,-0.0162197676521891,-0.00863245855678348,-0.0103861061266015,-0.0167075173730048,-0.0141875553746721,-0.0144865872892308,-0.016000221988639,-0.0105652007107448,-0.0130579261102967,-0.0129433714892337,-0.012753932697743,-0.00995028255929047,-0.00947286851159883,-0.0137750012563842,-0.0177211186021689,-0.0140883256925192,-0.018099177571856,-0.00627777241516866,-0.0122860027567745,-0.0161347044006136,-0.020371435981683,-0.0182030595822077,-0.0122266506354079,-0.0120297321360612,-0.00890088535035326
29,,-0.0117008974514404,-0.0128543086131542,-0.0126903775350536,-0.0168716473400932,-0.00955578258103537,-0.0138080641673931,-0.0191419723809926,-0.0125814898124534,-0.014668402917791,-0.0163572079867491,-0.0102508354712414,-0.0127814486339655,-0.0131963452664986,-0.0106948096855597,-0.0110638929316863,-0.0086786472542607,-0.0129185160099774,-0.0243031814084767,-0.0178415305843131,-0.0214059029247505,-0.00747993082616327,-0.0101426413354954,-0.0147102820991336,-0.0228806475597148,-0.0155437709266078,-0.0172671473006388,-0.0106948448122655,-0.00888048075809188
30,,-0.013136828632512,-0.0150361353655102,-0.0187981310110222,-0.0183860806554706,-0.00856116174379853,-0.0130410602260552,-0.0212289513699639,-0.0180215664428494,-0.0188489421355593,-0.0153852427920054,-0.016878073723447,-0.0113107174896436,-0.0168284596422958,-0.0161412248216096,-0.0144957248139316,-0.00350794902591164,-0.0167248241473221,-0.0214468478245796,-0.0240424406253567,-0.0226713747251134,-0.0107707859273574,-0.0137374291037426,-0.0187263421227217,-0.0263620843968817,-0.0195448367901866,-0.017292533836349,-0.0104301458193763,-0.0120763500210427
31,,-0.0142098432366311,-0.0153618077110903,-0.0154423956693746,-0.0192552234849957,-0.012771915163377,-0.0132155156450324,-0.0164994756354322,-0.0162883925311563,-0.0196406739498604,-0.0148047087469727,-0.0147207690182481,-0.0155902391942233,-0.0120821124675736,-0.00956846147383752,-0.0104423607703422,-0.0105117033467964,-0.0132092380759565,-0.018029371907972,-0.0133065861200969,-0.0190068196357062,-0.00518317493683447,-0.00877060384075978,-0.00915162948370371,-0.0237456295280923,-0.0180269339199389,-0.0144077348509371,-0.0139436485068017,-0.0119091893229008
32,,-0.0200369843058702,-0.0215009761244408,-0.0200109274237097,-0.023417432868634,-0.0177119966047367,-0.0202774284315271,-0.0234709002246783,-0.0230556732025852,-0.0239804543725088,-0.0200040514012267,-0.0191258246082665,-0.0220038506850559,-0.0191533972331532,-0.0185451252045599,-0.0197664155900917,-0.0207040323664339,-0.0223523429738829,-0.0251176539177272,-0.0218894774775753,-0.0273076736285846,-0.00970281817400916,-0.0173282267910284,-0.0188236461129556,-0.0230308082686105,-0.0202005095690336,-0.0212044720565896,-0.0147710309875692,-0.0163381630316523
33,,-0.0186427108641765,-0.0184787189611549,-0.0184771771286426,-0.0204855087447759,-0.0141836122578773,-0.015295821528565,-0.0226255135535862,-0.0177017195107687,-0.0220907107253253,-0.018834298000729,-0.0181680862952971,-0.0185537614094695,-0.0171055202172973,-0.0171834809916812,-0.0135180027893572,-0.0180768516253981,-0.0194705171294032,-0.0247819390472927,-0.0237190579943039,-0.0234512435016246,-0.0141253208056918,-0.0147077067223624,-0.0195809955036097,-0.0284387044815489,-0.0219552025024444,-0.0179329091996351,-0.01712637651711,-0.0135715749982022
34,,-0.0194034437222575,-0.0176277219952967,-0.0178190739412471,-0.0216422296254866,-0.0164541026917889,-0.0196848799091664,-0.024429185241299,-0.0181644796239757,-0.0240601766615419,-0.0170238055624291,-0.0182801584605804,-0.0188302388858005,-0.0154490224641463,-0.0132751416405112,-0.0144244868412856,-0.0206144759735921,-0.016632126132967,-0.0237032179080944,-0.0221719296566474,-0.0160708304119848,-0.0116538507641728,-0.016083596709061,-0.0179689927320677,-0.0285101665056619,-0.0226108752812914,-0.0156820120109032,-0.0151516348538417,-0.00978848511372669
35,,-0.0206914041922704,-0.019525808941104,-0.018324962041568,-0.0249953211023992,-0.0192151879096683,-0.0183459369874767,-0.0238471315487952,-0.0234570891387014,-0.0259051782077374,-0.0230574315017326,-0.0203255036358379,-0.0201350002993179,-0.0184968135912239,-0.0172675730333317,-0.0158814182818528,-0.0236477036608137,-0.0195014627240157,-0.0266861614365576,-0.0207802942893086,-0.0149074266669121,-0.0154181360630515,-0.0152683818919421,-0.013515064752427,-0.0309299249170826,-0.0254887546797862,-0.0211601725517755,-0.0195532462505677,-0.0127402840615501
36,,-0.0209088717130902,-0.0207375147241466,-0.0212945240961654,-0.0233806055475782,-0.0187735718145076,-0.0205211628743465,-0.0260005951190224,-0.0230783089360532,-0.0240751245907356,-0.0248163055609857,-0.0208891308871728,-0.0189075526851661,-0.0175271015787186,-0.0171582533791861,-0.0145605283890482,-0.0246269308429546,-0.0191675833489582,-0.0265540371215836,-0.0249264528937199,-0.0153889426664212,-0.0140917441959269,-0.0157972740028291,-0.0122922779418207,-0.0336393507736419,-0.0235459026537652,-0.0210903595785729,-0.0174573493222158,-0.0155521938335812
37,,-0.0197965192921252,-0.0216481293051794,-0.0204461246927938,-0.0240926906843653,-0.0173440000232674,-0.0183997346652091,-0.0249824836287026,-0.026946340574058,-0.0283203364817502,-0.0208770237963837,-0.0245714054876199,-0.0196374032756764,-0.0184486399957506,-0.0145358754034093,-0.019507354489566,-0.0266689518521211,-0.0204105416043154,-0.0225421120750016,-0.020620740334199,-0.0215506696290925,-0.0154482392304268,-0.0168948214452185,-0.0129592427371019,-0.0328815115868461,-0.0245719266275807,-0.0194863113197331,-0.0157804930899422,-0.0146871568404969
38,,-0.0199514497707797,-0.0218546776473044,-0.0198368266303699,-0.0255368993532196,-0.0176718037838188,-0.0208828458228416,-0.0261267131853524,-0.0255374335897382,-0.027197411433545,-0.0192429023778856,-0.0211096708867957,-0.0209091788555479,-0.0198882317672114,-0.0168977297655344,-0.0175001288603004,-0.0252001110789098,-0.0211958381061651,-0.0219642060562511,-0.0254300150079036,-0.0236558098252936,-0.0132992204240635,-0.0148031934874393,-0.00227277795188884,-0.0325241009571052,-0.0242805386036125,-0.0183323663390327,-0.0140760970672407,-0.0106217380304038
39,,-0.0230546991889343,-0.022390568822511,-0.02302940403181,-0.0282681687351488,-0.01934677395403,-0.0208494641702919,-0.0285633875625258,-0.0286183042479115,-0.0268538124352758,-0.0232337038248248,-0.0193642736272665,-0.0215173876809731,-0.020159301843294,-0.0187217184920259,-0.0189570603008679,-0.0264241450565859,-0.0230356439060454,-0.0287719168996511,-0.0244026927235981,-0.0273587614328658,-0.0219895417196843,-0.0186047775206874,-0.0138416818129788,-0.0308513267414758,-0.0246083252681173,-0.0253066823619769,-0.0189244870784616,-0.0169434338694081
40,,-0.023517170702366,-0.024778943916992,-0.0244218820929352,-0.0312501888472077,-0.0196857872701642,-0.0234121107435647,-0.0313829513713727,-0.0295778450441533,-0.0311239375416134,-0.0260161614578682,-0.0193390433106601,-0.0240827906548033,-0.022761300009153,-0.0201841114394204,-0.024402552209908,-0.0255106118842966,-0.0246435659005553,-0.0336203719371154,-0.0310783105131993,-0.0277082020141491,-0.0234435247039153,-0.0216626930161248,-0.0191779407529518,-0.0313303534741376,-0.0281541097754756,-0.0240195850014773,-0.0203585374605963,-0.0184384626485649
41,,-0.0225413911121942,-0.0244392569827702,-0.0251071235560995,-0.0307788352429104,-0.0177031097498604,-0.0204287585897523,-0.0292362424030148,-0.030523991915266,-0.0302575677679369,-0.0274395654016731,-0.0234222997286035,-0.025232820413332,-0.023556413938583,-0.0195032893329811,-0.0211197838704253,-0.0278511542029359,-0.0245135388953895,-0.031809673269969,-0.024672748212253,-0.0270392206612461,-0.0244677270831563,-0.022489878076128,-0.0194420670286646,-0.0380892940304328,-0.0298662381784227,-0.0249453050261443,-0.0186983239793726,-0.0182691437723954
42,,-0.0230616589565302,-0.0258541743011184,-0.026961718305015,-0.0299564486690396,-0.0175959625564085,-0.0233454441968784,-0.0306925345660236,-0.0286546017850112,-0.0301603553848811,-0.0224767987599905,-0.0241233420971702,-0.0223687759803112,-0.0206531435979251,-0.0190158789223379,-0.0209773079251333,-0.0302634768882219,-0.0223863414971119,-0.0329929468721017,-0.0248201192129871,-0.0245634518891439,-0.0262238995552709,-0.021674663259009,-0.0211582931853016,-0.0378855619307465,-0.0320336479375904,-0.0265874330885492,-0.0177992191666995,-0.0157260252638086
43,,-0.0273278956265641,-0.0314259743282655,-0.0270814331182857,-0.0323634932048109,-0.0233367698195219,-0.0230991940353161,-0.0343708012610764,-0.0332463071977359,-0.035082901672898,-0.0199997087460104,-0.0273250016933316,-0.0278425513528817,-0.0247731092294343,-0.0211254571595115,-0.0210290895052502,-0.0371060876672939,-0.0237251894649234,-0.0318262163811929,-0.0258024500605205,-0.0274653467255872,-0.025414703259938,-0.0263590183077229,-0.0238958868927606,-0.0430325363228729,-0.0342193564668639,-0.0254334881078487,-0.0219692189446476,-0.0199405545558123
44,,-0.0278783224638153,-0.0308305767647785,-0.0295560499256951,-0.0288398948419315,-0.0227947726590537,-0.0259977858191761,-0.0332044745068829,-0.0326904593048823,-0.0321722246304432,-0.0253581504959109,-0.02782724268328,-0.0293131784409462,-0.024923620514773,-0.022646876251526,-0.0244089866074372,-0.0356670990250299,-0.026245104498867,-0.0353869556409983,-0.0241406523365058,-0.0296342660121857,-0.0251056826686884,-0.0269316637201867,-0.0255843273544086,-0.0372064214287331,-0.0320701460279645,-0.0268981642856402,-0.0233647334329822,-0.0177248905134214
45,,-0.0274204907954475,-0.0303543032047466,-0.0285280783024172,-0.0311800544637265,-0.0212336148234517,-0.0242791628841385,-0.0332863016838131,-0.033972257939728,-0.0337183692793576,-0.0270998513277183,-0.025604947385751,-0.0278978052256449,-0.0252790567839642,-0.0204866810738974,-0.022706169261285,-0.0318039048104038,-0.0294361087505073,-0.0371644577982889,-0.0274027986725538,-0.0265703959478531,-0.0251291862955237,-0.0266493310949161,-0.0154536845845209,-0.0341504399334374,-0.0314265066794589,-0.0302965328884665,-0.020171108383296,-0.0218940980668444
46,,-0.0292172203633338,-0.0310792800997229,-0.0288543941828318,-0.0320191397003309,-0.0256383642455007,-0.0276472264887845,-0.0334257359652569,-0.0339405143371723,-0.0338902196217886,-0.029817761312776,-0.0301507971532611,-0.0322325808029878,-0.0280257005383037,-0.0206548651571983,-0.0242406198720867,-0.033153337059826,-0.0292598715076466,-0.036190399409433,-0.0332353346457724,-0.0309637320094903,-0.0280304369420326,-0.0277666913531142,-0.0147519065838448,-0.0329458374594654,-0.0340311973742538,-0.0285465120492939,-0.0247436051702668,-0.0203672852112804
47,,-0.028793985800551,-0.0315345317767922,-0.0302848439443272,-0.0353421735843231,-0.0248645009623506,-0.0270007835302783,-0.0350259011480806,-0.0342058479939777,-0.035035515720488,-0.0298564504228837,-0.0296051915566453,-0.0309939991692773,-0.0277546304622211,-0.0201168378061,-0.0217736412193572,-0.0383121524010989,-0.0251597883757064,-0.0380725643170661,-0.03173725872968,-0.0313259714301618,-0.0209384780526316,-0.0271940459406501,-0.0134594933624488,-0.0317055542280248,-0.0349116267859226,-0.027639958859088,-0.0236128887388158,-0.0181630006530352
48,,-0.0308867576567517,-0.0328689208238974,-0.0312855678633047,-0.0374850181967358,-0.0270121912197894,-0.0322466376596556,-0.0388746732931755,-0.0370643794950096,-0.0358596855580053,-0.0327550740829593,-0.028506546430842,-0.0315911780314015,-0.0288929500588828,-0.0234033811954509,-0.0252313638916608,-0.0377449619131007,-0.0291886827630893,-0.0393988806875803,-0.0393133464628535,-0.0351355083304554,-0.0215261845049294,-0.03038721142178,-0.00665718763628484,-0.0322273978696487,-0.0374555536299857,-0.0294849253418161,-0.0260673973266958,-0.0204487073823236
49,,-0.0348709724398599,-0.0351101427376398,-0.0308993945762548,-0.0378194427666175,-0.0303665749876501,-0.0362534035497527,-0.0401714603577578,-0.0383347932934957,-0.0378366763021154,-0.0337183539672705,-0.0308228922389357,-0.0323874165142338,-0.0313263406405855,-0.0263619656223648,-0.0280804231976791,-0.0428917977584596,-0.0299988190023185,-0.0354804793631168,-0.0369885395375664,-0.0380799942626783,-0.0257672576624689,-0.0322006344242488,-0.0073728044266829,-0.0334534087981019,-0.0361744408229013,-0.0307466361666057,-0.0301601271890549,-0.0233689184517423
