Time,Label,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean(background)
12,,-0.0070567723853425,-0.00701279785467419,-0.00916477129787791,-0.00885622968442902,-0.0105954231365917,-0.0144021148422401,-0.0117219782217373,-0.00713958516624525,-0.00537296189787809,-0.00673353278034409,-0.00918336223305553,-0.00482336239571722,-0.00803345410077935,-0.00390725251066267,-0.00301027327827822,-0.0112641264743502,-0.00888637512919881,-0.0147692816370366,-0.0028804136991333,-0.0128008887235669,-0.00995930567554301,-0.00875307738901728,-0.0103895969566693,-0.00802869755635734,-0.00877520592166684,-0.0068614085498727,-0.00840363872422149,-0.0093295755513738,-0.00756837620025035,-0.00319507760333051,-0.00687953028466567,-0.00848790687627336,-0.00554340522089871,-0.00680306244462797,-0.00601652524777813,-0.0137166389092644,-0.0152092407322334,-0.00478380046330225,-0.007228536054525,-0.00862123511304723,-0.0096935044902654,-0.00414342978195744,-0.00433482798772346,-0.00541254733797704,-0.00979221818135183,-0.00820968302403918,-0.0205552925532207,-0.00687965124546928
13,,-0.00671069260145868,-0.00544413773477525,-0.00772802673615718,-0.00879158297235843,-0.00732648639966883,-0.0070330933664037,-0.0117040749146481,-0.00835797292574313,-0.00757615014460126,-0.00902535116898987,-0.0130655912996015,-0.0128498296341473,-0.00864886192129719,-0.00772556817689074,-0.0125580366777467,-0.0143614189908883,-0.0100172232370428,-0.00270856491228649,-0.0116978116849875,-0.0195138636105265,-0.00686779523842673,-0.0123045653079912,-0.0140770626805949,-0.00694138556782955,-0.00942878343647704,-0.00807995501417072,-0.0104602361688097,-0.00632367566715226,-0.00955504465500052,-0.00389181504887528,-0.00889229627699732,-0.00770491288738209,-0.0100005089127019,-0.00777664260748946,-0.00980995680378297,-0.0160088518507549,-0.014095318089475,-0.00652927262120277,-0.00743112022366471,-0.00913844290891279,-0.00744857330459024,-0.0126495492985701,-0.0112127961833245,-0.00256747483404222,-0.00749675555013494,-0.00908012411128949,-0.0239342507648844,0.000459631468703556
14,,-0.0102322015676553,-0.00889804546208349,-0.00696533854426621,-0.00835031287802548,-0.00834443989447741,-0.00596491986993158,-0.0137384395515593,-0.00854136650770653,-0.0118015067481324,-0.0125501451806002,-0.017554392469757,-0.0129295949626055,-0.0110204960149402,-0.0154541768145037,-0.014624347835947,-0.0132992045930753,-0.0107879167494844,-0.010280155628818,-0.0142384105518578,-0.017963430386261,-0.0102019269492913,-0.0143190859895334,-0.0127775758959534,-0.0108900635352876,-0.0131640742196793,-0.0125033483487141,-0.0126810135919154,-0.0071303139456358,-0.0110252574527472,-0.00594844760254362,-0.011047379797671,-0.00884210244034689,-0.00861484892804168,-0.010371345031373,-0.00958352347039585,-0.0136827645467398,-0.00234351929631062,5.47233351010134e-06,-0.0106512919855426,-0.01258383318659,-0.0103481253544692,-0.0162739312206694,-0.0135393563210684,-0.00495143990288497,-0.0127320020735752,-0.00833067737383779,-0.0329839667131378,0.00109313270315149
15,,-0.0116348834030718,-0.0095484655117977,-0.00890669361292218,-0.0078551169193949,-0.00924818623195197,-0.00671437017467007,-0.0178039250206129,-0.0114795254757066,-0.0125756357347203,-0.011990948721927,-0.0164177363800992,-0.0144893151708005,-0.0167871219115727,-0.0186361963579476,-0.0173271076399656,-0.0151018015666883,-0.0109956415843021,-0.0181697403717644,-0.0157627266105621,-0.0132111051443306,-0.0103372726891212,-0.0172207144405394,-0.0165475258869117,-0.0156971158790958,-0.0197067932913242,-0.0154563246837854,-0.0103964410119761,-0.0129596928840351,-0.0126182532779433,-0.00657165393359333,-0.0115292786861656,-0.0114395085728097,-0.0094930103194486,-0.0108062822827919,-0.0115811071043515,-0.00849504557727443,-0.011388853161241,-0.00802572794811007,-0.011706878763899,-0.0138241250816931,-0.0155066856124515,-0.0177624058662174,-0.013855533165651,-0.0112263744759969,-0.0118775405028241,-0.00820268487290928,-0.034627619801489,6.96502046459924e-05
16,,-0.0121163551511509,-0.00951678270015171,-0.0100738156267111,-0.00745683742463139,-0.00364925675964191,-0.010842527979997,-0.0139726173035208,-0.0111639228145562,-0.011500976310741,-0.00882821963244231,-0.00409728333214166,-0.0199542129180939,-0.0166695810996393,-0.0173377354953035,-0.0137234279012741,-0.0150159232857615,-0.0115725567992991,-0.0210959093800879,-0.0218765743888967,-0.0133149034067768,-0.00734918236005094,-0.0187944885404173,-0.0201491929646135,-0.0168352871515168,-0.0162281962150957,-0.0138585126823282,-0.0121474071384009,-0.0125499199850201,-0.0103425346200926,-0.00884001132396384,-0.0115162940456932,-0.0130551477788577,-0.0131159563496975,-0.0126546831643907,-0.011914717343416,-0.0101743688898313,-0.0125363855389101,-0.0115167929993442,-0.0123200040183933,-0.0149925512182835,-0.0187181341480862,-0.0118799609128682,-0.00907448912064966,-0.0127268592332451,-0.010805920317561,-0.00908012411128949,-0.0318380669506746,-0.00116815980878294
17,,-0.0127490336288731,-0.01286104383627,-0.00939203238008623,-0.00943740684219835,-0.00879089447545797,-0.0105204586130221,-0.014032752453465,-0.0138965714401345,-0.0154836477647003,-0.0125226289036238,-0.0104053437128216,-0.0218555297666575,-0.0197118703981556,-0.0195672869294864,-0.0214106683853431,-0.0120724325031118,-0.0112264469563216,-0.0171134888568889,-0.0201064613743189,-0.017963430386261,-0.0118650359202758,-0.0199557138583358,-0.0223194859800602,-0.0188509581577413,-0.0104217645031289,-0.0146142569909781,-0.0141447723725957,-0.0127964699469872,-0.011480430125514,-0.0128289451323179,-0.0125161847216228,-0.0100538108418254,-0.0127629283166264,-0.0156595917601962,-0.0137104883258342,-0.0155020971166658,-0.00773080121763882,-0.0157750109931876,-0.0123574025519579,-0.0123803871262597,-0.0184371441976058,-0.0180819504878196,-0.0123685261856217,-0.0133374079191336,-0.0123047712881997,-0.0109655733551841,-0.0238163696927145,-0.00490105148604746
18,,-0.0138254041372155,-0.0139863852220746,-0.0144380465450058,-0.0108833275813305,-0.0141528880933805,-0.0190560869070122,-0.0180884441273514,-0.0142879327823485,-0.0149136144162682,-0.015694475326674,-0.0159210207162542,-0.024189476247316,-0.018522690467069,-0.0154989977864503,-0.0211364165888129,-0.00882133825268509,-0.00740951539342913,-0.020260632895772,-0.0243812662789337,-0.0143676737289027,-0.0136754627430092,-0.0196109770415949,-0.0196676699500928,-0.0180879272300265,-0.0070636059230187,-0.0167954982905879,-0.0155994052603954,-0.0133693840898884,-0.0147096888651315,-0.0100171979719481,-0.0127364100927995,-0.0155531674425588,-0.0155121216467391,-0.0147403375352963,-0.016379524117612,7.08711821444789e-05,-0.0134127912846858,-0.0163797144104142,-0.0101980849675298,-0.0166111798783098,-0.0175183628957686,-0.0191204526802746,-0.011103676353205,-0.00632197852545844,-0.0122251169360299,-0.0119733991988267,-0.0294479334687606,-0.0031465100600383
19,,-0.0114737485151198,-0.0163880225544883,-0.0145689489283578,-0.0149880185681439,-0.016896546006913,-0.0257249212136068,-0.00499270522890747,-0.0131235380031453,-0.0139121581260659,-0.0155890920927613,-0.0166430868300462,-0.0173811325767122,-0.0117395927669661,-0.0182389154783491,-0.0215575350331225,0.00383596853675557,-0.00383262141743712,-0.0184715265188717,-0.0244835074298366,-0.0192704353566799,-0.0159751228172121,-0.0211649752509723,-0.0174578545261814,-0.0178272556914088,-0.0150140126062458,-0.0164772761918799,-0.0179660247829291,-0.0178094074275006,-0.0166856490770635,-0.0157788860148948,-0.0156065291540665,-0.0137262374766328,-0.0127497022428145,-0.0157929747156163,-0.0138300525120673,0.000534226627248562,-0.0106192935528491,-0.0157978299900641,-0.010768649637348,-0.0148704315054486,-0.0187406259269381,-0.0223663870891309,-0.0141115943858075,-0.0175401714445256,-0.0176270993018647,-0.011242552810431,-0.0238884746124935,-0.00111925620817166
20,,-0.0166664388901143,-0.0193743080238321,-0.0162599531888532,-0.0183536143094929,-0.0193762214399901,-0.0237002992939971,-0.00682377064002169,-0.0149558589482048,-0.0188115448623301,-0.0189213543036769,-0.0148299984736278,-0.0152634603809383,-0.00950623727155818,-0.019058986568273,-0.0221059591098603,-0.00239435676708121,-0.0062926138229583,-0.021198331002379,-0.021625297653426,-0.00513901287162808,-0.0179565411593312,-0.0184582984019054,-0.0203174133424136,-0.0182723806774616,-0.0124829524748152,-0.0161948839374801,-0.0182259405433616,-0.0188497698415667,-0.0170612334586138,-0.0210293864386867,-0.0183549447207358,-0.0176845577320622,-0.0188615624524974,-0.0196232418711653,-0.0128373773957366,0.00678859412830245,-0.00685433469476561,-0.0182471897235722,-0.0123200040183933,-0.0186128322005537,-0.0170211058409439,-0.0224757781736069,-0.0158847916252495,-0.0190862300306092,-0.0166711789369471,-0.0151436537416109,-0.0275030952383173,-0.00729857545682731
21,,-0.0151862647040033,-0.0166706011505104,-0.0164409439147238,-0.0164339393072761,-0.0169346150593576,-0.0141982770004577,-0.00740110550800332,-0.0131431271338374,-0.0151100701107497,-0.0142735676388673,-0.0117582844297272,-0.00813637964580452,-0.00352526753736037,-0.0215021337365017,-0.0230949831299364,-0.00439360992246127,-0.00263724602047957,-0.0227880728544632,-0.0215120969433289,-0.0057324403350793,-0.0193570753367023,-0.0207157443755918,-0.0227383484672368,-0.0218141135391155,-0.00754535990749225,-0.0194699971135078,-0.0174096896905425,-0.019189041542047,-0.020586850053525,-0.019672591002837,-0.0184481847096651,-0.0166778391731691,-0.0187423614224807,-0.0182542117471482,-0.0139947033219377,0.000302548904696521,0.00574421062060034,-0.0166033164327169,-0.0136474939379611,-0.0162519378801411,-0.0201089282354773,-0.021887105812231,-0.0133661321521058,-0.0143572901251677,-0.0163743659702653,-0.0129649267168116,-0.0255779038532356,-0.00436485843648917
22,,-0.00428338968463728,-0.0151872038882815,-0.0152892756545252,-0.0154903974947823,-0.0155928430551906,-0.00664205560973316,-0.00494560767889938,-0.0129424614151349,-0.0104802642441352,-0.013783120803565,-0.0175939316460661,-0.0116088464904824,-0.00809574752835711,-0.0150974952922597,-0.0206174135514246,-0.00418975487099124,-0.00221266235101537,-0.0117190805006787,-0.0130122377646516,-0.000435814067608705,-0.0173239807600856,-0.014751348277481,-0.0219105040949999,-0.0187556147091057,-0.00355522713026109,-0.0194461769021993,-0.0191698678031767,-0.0150340456455557,-0.0181305383276047,-0.019922803436939,-0.0163732831778976,-0.0143786764592218,-0.00736594155562689,-0.0166133870594602,-0.013788812869969,-0.0100441710228762,0.0159964560874455,-0.0170453288536947,-0.0139247698262479,-0.0162854405163559,-0.0183107655660853,-0.0148780182619858,-0.0104674051766659,-0.00538666038050389,-0.0172287594021349,-0.0129952213447293,-0.0149303109690217,-0.00356568377956261
23,,-0.00412620848804728,-0.0151726859416791,-0.012985848229695,-0.0118521705945682,-0.0143053495540224,-0.00915308128039058,-0.000250761703841782,-0.00825756985445396,-0.0111620902377604,-0.006871032027086,0.00486797729995703,-0.00481193260779796,-0.00623575225505112,-0.0145059303198349,-0.0225759800925479,-0.00300592192149104,-0.00186645429298594,-0.00461622469745535,-0.0185960610716965,-0.0125984821117968,-0.0156688531970472,-0.0155650294755906,-0.0197369592358186,-0.0215851759269382,-0.00896678105674821,-0.0182328722114204,-0.0194434724029298,-0.0168266386924228,-0.0182714096030581,-0.0212365478689859,-0.0155884093450457,-0.00964988003725575,-0.00892811555682246,-0.019460181620349,-0.0115110920403412,-0.00926226766126176,0.00222460890507553,-0.0173782568107681,-0.00753783772930098,-0.0144442710292446,-0.0172486974772973,-0.0220510498169317,-0.0136221933722623,-0.0172673676556465,-0.0173809135239441,-0.011601023893967,-0.0190165556137044,-0.000963563112348358
24,,-0.00746075178272711,-0.0134480982626922,-0.013471186996859,-0.0144103792901395,-0.0144741130906503,-0.0114406568043791,0.000507040994833608,-0.00774628652219646,-0.0148250534365337,-0.00594517091043436,0.0037953914362648,-0.00123700298347454,-0.00555124516975229,-0.0133976217570123,-0.0161128138780601,-0.0037784876794923,-0.00335726056612869,-0.0092239041139426,-0.0276729554624172,-0.0166235796643009,-0.0164525868739138,-0.0184667826956218,-0.0215510502914331,-0.0170387951217474,-0.0130041325140718,-0.0195403297708537,-0.017222781073153,-0.0149603584137154,-0.0178018386848803,-0.0225304027372758,-0.0158655617275595,-0.0115016776234297,-0.0118803582339489,-0.0178489517911256,-0.0128496877366614,-0.0126163308631164,-0.00148686610721853,-0.0177923189789579,-0.0117868378821398,-0.0150954893699694,-0.00889276570610842,-0.0212984334508551,-0.0107873570545361,-0.00355475864918404,-0.0156068496119767,-0.0142125313175895,-0.0211446979140699,-0.00150923747222923
25,,-0.0101626165996847,-0.0106372312973224,-0.0125390529420735,-0.0138398157716654,-0.0140222862346289,-0.0119073553012278,-0.0119171055547515,-0.00837742163255928,-0.0203869324314105,-0.0136043882104286,-0.0131082539946558,-0.00713453036286275,-0.011393936305715,-0.0119347873900354,-0.0174445532483957,0.000695821572338802,-0.000454121846329926,-0.00468090402802548,-0.0340465159527073,-0.0197352525072782,-0.0181396400687364,-0.0208513059215161,-0.0272867398198513,-0.0190099111285724,-0.0244589059453426,-0.0183137547673681,-0.0221430148289389,-0.00989301328751943,-0.0167976515087029,-0.0196711272687078,-0.0131482506103834,-0.0124027087962687,-0.0135219718608709,-0.0186397692765049,-0.0145878309356251,0.00536014162319532,0.0101600314156816,-0.0200485623870485,-0.0117868378821398,-0.0187420690537244,-0.00777446817019102,-0.0241365402116545,-0.0130311513681294,-0.000657720475062137,-0.0135793090617959,-0.0156534138028632,-0.0137844112065586,-0.00457943545957907
26,,-0.0103634641208724,-0.0139230195987827,-0.0103665279005952,-0.014614825857169,-0.0137963728066182,-0.0142245816558268,-0.0164297370350091,-0.0108483903653438,-0.0202444240943025,-0.0124767958213765,-0.0129072060442128,-0.00571140017341981,-0.00937492464787232,-0.0158022354643893,-0.0240644461346611,-0.00382489921592992,-0.00238797621869829,-0.00919696707509327,-0.0399670572955193,-0.0235690342212599,-0.017252351005723,-0.0241542539422099,-0.0300770093503576,-0.0238996983520288,-0.0315386989256871,-0.0180962543421044,-0.0210759741085677,-0.0118744809242036,-0.0183797943850968,-0.0210400630876299,-0.0143993977474326,-0.0146086179342857,-0.0145237429735651,-0.0204337617832105,-0.0135457605763332,0.0104561921274779,0.0110443989612282,-0.0199062153112952,-0.0131730066276101,-0.0188330295789914,-0.00910061805402899,-0.0276980258257304,-0.0149322723770849,-0.0141493635260056,-0.0190028233141025,-0.0167241309257392,-0.0215048235922471,-0.00100248638630414
27,,-0.0123212442235086,-0.0151434094195252,-0.0114836524762983,-0.0140802843872117,-0.0173239197489554,-0.0127487324757899,-0.0198626805741511,-0.00888631775892603,-0.0180874653026697,-0.01145918640209,-0.0102040672122267,-0.00699785928178506,-0.0120714774164647,-0.0175000431031341,-0.0237706333227797,-0.00501593103513305,-0.00156188941697206,-0.0124572618958091,-0.0360706455925544,-0.0175916051036626,-0.0168942022339089,-0.0214220618274813,-0.0253902270326606,-0.023073057902119,-0.0368079795742483,-0.0166815063044369,-0.0216870645582365,-0.0141696503017605,-0.0188963947480844,-0.0216110916020704,-0.0159536665479404,-0.0123716242709587,-0.0151414588485853,-0.0173052802268519,-0.0139947033219377,0.011503504342192,0.00596975442937787,-0.0181556722652,-0.0142553517933618,-0.0152439945786833,-0.0120536470606184,-0.0349930705133611,-0.0168823975917338,-0.0051982288974637,-0.0187421920933591,-0.0157279072800223,-0.0244188397070784,-0.00185031513567569
28,,-0.0110837388272141,-0.0163880225544883,-0.0139296180518895,-0.0150311163761909,-0.0148116401639062,-0.0160421125077251,-0.0259218583587844,-0.0109584124721342,-0.017887189636351,-0.0141727020026671,-0.0170150141108578,-0.0103109575941979,-0.0151345845699557,-0.0241800745333243,-0.0313305681744205,-0.0112140731567686,-0.00491259412838495,-0.0203253122263421,-0.0400471630209448,-0.0201153958698125,-0.0180122757368524,-0.0233150574784387,-0.0275043632082322,-0.0229204800504388,-0.0369205482903513,-0.0184105616985639,-0.0207613890841821,-0.0166729738552922,-0.0195573393301423,-0.0220008753905011,-0.0168058110887765,-0.0149752473084833,-0.0156313226767557,-0.0188226143909187,-0.0164907018840899,0.0117206440190938,0.00494098050020015,-0.0206404678483549,-0.0140634077703913,-0.0184547796084626,-0.013360136298607,-0.0390463168305318,-0.0225104736339816,-0.00914761983168492,-0.0208348052751241,-0.017173393812092,-0.0284066506645936,-0.000690601178324781
